station_latitude,station_longitude,weather_classifier,temp_category,station_name,date
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-01
55.212,-1.685,Heavy Rain,Cold,"MORPETH, COCKLE PARK",1900-01-02
55.212,-1.685,Heavy Rain,Cool,"MORPETH, COCKLE PARK",1900-01-03
55.212,-1.685,Heavy Rain,Cool,"MORPETH, COCKLE PARK",1900-01-04
55.212,-1.685,Drizzle,Cold,"MORPETH, COCKLE PARK",1900-01-05
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-06
55.212,-1.685,Heavy Rain,Cold,"MORPETH, COCKLE PARK",1900-01-07
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-08
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-09
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-10
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-11
55.212,-1.685,Drizzle,Cold,"MORPETH, COCKLE PARK",1900-01-12
55.212,-1.685,Mild Rain,Cold,"MORPETH, COCKLE PARK",1900-01-13
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-14
55.212,-1.685,Mild Rain,Cold,"MORPETH, COCKLE PARK",1900-01-15
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-16
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-17
55.212,-1.685,Drizzle,Cold,"MORPETH, COCKLE PARK",1900-01-18
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1900-01-19
55.212,-1.685,Drizzle,Cool,"MORPETH, COCKLE PARK",1900-01-20
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1900-01-21
55.212,-1.685,Mild Rain,Cool,"MORPETH, COCKLE PARK",1900-01-22
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1900-01-23
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1900-01-24
55.212,-1.685,Drizzle,Cool,"MORPETH, COCKLE PARK",1900-01-25
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1900-01-26
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1900-01-27
55.212,-1.685,Dry,Freezing,"MORPETH, COCKLE PARK",1900-01-28
55.212,-1.685,Mild Rain,Cold,"MORPETH, COCKLE PARK",1900-01-29
55.212,-1.685,Mild Rain,Cold,"MORPETH, COCKLE PARK",1900-01-30
55.212,-1.685,Mild Rain,Cold,"MORPETH, COCKLE PARK",1900-01-31
55.212,-1.685,Mild Rain,Cold,"MORPETH, COCKLE PARK",1900-02-01
55.212,-1.685,Drizzle,Cold,"MORPETH, COCKLE PARK",1900-02-02
55.212,-1.685,Drizzle,Cold,"MORPETH, COCKLE PARK",1900-02-03
