month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
2011-01-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-02-28,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-03-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-04-30,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-05-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-06-30,ACHFARY,58.311,-4.916,Mild Rain,Mild,
2011-07-31,ACHFARY,58.311,-4.916,Drizzle,Mild,
2011-08-31,ACHFARY,58.311,-4.916,Mild Rain,Mild,
2011-09-30,ACHFARY,58.311,-4.916,Mild Rain,Mild,
2011-10-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-11-30,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-12-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-31,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2011-02-28,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2011-03-31,HUNTSHAM,50.953,-3.438,Dry,Cool,
2011-04-30,HUNTSHAM,50.953,-3.438,Dry,Mild,
2011-05-31,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2011-06-30,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2011-07-31,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2011-08-31,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2011-09-30,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2011-10-31,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2011-11-30,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2011-12-31,HUNTSHAM,50.953,-3.438,Hail,Cool,
2011-01-31,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast
2011-02-28,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Partially Overcast
2011-03-31,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Partially Overcast
2011-04-30,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Sunny
2011-05-31,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Sunny
2011-06-30,STRATHY EAST,58.561,-3.992,Drizzle,Mild,Sunny
2011-07-31,STRATHY EAST,58.561,-3.992,Drizzle,Mild,Sunny
2011-08-31,STRATHY EAST,58.561,-3.992,Mild Rain,Mild,Sunny
2011-09-30,STRATHY EAST,58.561,-3.992,Mild Rain,Mild,Sunny
