month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1951-01-31,WICK AIRPORT,58.454,-3.09,,Cold,Partially Overcast
1951-02-28,WICK AIRPORT,58.454,-3.09,,Cold,Partially Overcast
1951-03-31,WICK AIRPORT,58.454,-3.09,,Cool,Sunny
1951-04-30,WICK AIRPORT,58.454,-3.09,,Cool,Sunny
1951-05-31,WICK AIRPORT,58.454,-3.09,,Cool,Sunny
1951-06-30,WICK AIRPORT,58.454,-3.09,,Cool,Sunny
1951-07-31,WICK AIRPORT,58.454,-3.09,,Cool,Sunny
1951-08-31,WICK AIRPORT,58.454,-3.09,Mild Rain,Cool,Sunny
1951-09-30,WICK AIRPORT,58.454,-3.09,,Cool,Sunny
1951-10-31,WICK AIRPORT,58.454,-3.09,,Cool,Partially Overcast
1951-11-30,WICK AIRPORT,58.454,-3.09,,Cool,Partially Overcast
1951-12-31,WICK AIRPORT,58.454,-3.09,,Cool,Partially Overcast
1951-01-31,FORTROSE,57.574,-4.093,Drizzle,Cool,Partially Overcast
1951-02-28,FORTROSE,57.574,-4.093,Drizzle,Cool,Partially Overcast
1951-03-31,FORTROSE,57.574,-4.093,Drizzle,Cool,Sunny
1951-04-30,FORTROSE,57.574,-4.093,Mild Rain,Cool,Sunny
1951-05-31,FORTROSE,57.574,-4.093,Dry,Cool,Sunny
1951-06-30,FORTROSE,57.574,-4.093,Drizzle,Mild,Sunny
1951-07-31,FORTROSE,57.574,-4.093,Drizzle,Mild,Sunny
1951-08-31,FORTROSE,57.574,-4.093,Mild Rain,Mild,Sunny
1951-09-30,FORTROSE,57.574,-4.093,Dry,Mild,Sunny
1951-10-31,FORTROSE,57.574,-4.093,Dry,Cool,Partially Overcast
1951-11-30,FORTROSE,57.574,-4.093,Mild Rain,Cool,Partially Overcast
1951-12-31,FORTROSE,57.574,-4.093,Mild Rain,Cool,Partially Overcast
1951-01-31,ONICH,56.72,-5.224,Heavy Rain,Cool,Partially Overcast
1951-02-28,ONICH,56.72,-5.224,Mild Rain,Cool,Partially Overcast
1951-03-31,ONICH,56.72,-5.224,Mild Rain,Cool,Partially Overcast
1951-04-30,ONICH,56.72,-5.224,Mild Rain,Cool,Sunny
1951-05-31,ONICH,56.72,-5.224,Mild Rain,Cool,Sunny
1951-06-30,ONICH,56.72,-5.224,Mild Rain,Mild,Sunny
1951-07-31,ONICH,56.72,-5.224,Heavy Rain,Mild,Partially Overcast
1951-08-31,ONICH,56.72,-5.224,Mild Rain,Mild,Partially Overcast
1951-09-30,ONICH,56.72,-5.224,Heavy Rain,Mild,Sunny
1951-10-31,ONICH,56.72,-5.224,Mild Rain,Cool,Partially Overcast
1951-11-30,ONICH,56.72,-5.224,Heavy Rain,Cool,Partially Overcast
1951-12-31,ONICH,56.72,-5.224,Heavy Rain,Cool,Partially Overcast
1951-11-30,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Cool,Partially Overcast
1951-12-31,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Cool,Partially Overcast
1951-01-31,GORDON CASTLE,57.621,-3.09,Drizzle,Cold,Partially Overcast
1951-02-28,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1951-03-31,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1951-04-30,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1951-05-31,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1951-06-30,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny
1951-07-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny
1951-08-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny
1951-09-30,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1951-10-31,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1951-11-30,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1951-12-31,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1951-01-31,BALMORAL,57.037,-3.22,Snowy,Cold,
1951-02-28,BALMORAL,57.037,-3.22,Snowy,Cold,
1951-03-31,BALMORAL,57.037,-3.22,Snowy,Cold,
1951-04-30,BALMORAL,57.037,-3.22,Drizzle,Cool,
1951-05-31,BALMORAL,57.037,-3.22,Drizzle,Cool,
1951-06-30,BALMORAL,57.037,-3.22,Drizzle,Mild,
1951-07-31,BALMORAL,57.037,-3.22,Mild Rain,Mild,
1951-08-31,BALMORAL,57.037,-3.22,Mild Rain,Mild,
1951-09-30,BALMORAL,57.037,-3.22,Dry,Mild,
1951-10-31,BALMORAL,57.037,-3.22,Drizzle,Cool,
