date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
1901-02-25,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cool,Partially Overcast,7.8,0.6,,,0.0,,,,,,,,,,,,,8.5,
1901-02-26,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,6.1,3.3,,,0.0,,,,,,,,,,,,,0.5,
1901-02-27,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,5.6,0.0,,,0.0,,,,,,,,,,,,,3.3,
1901-02-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,4.4,1.1,,,0.3,,,,,,,,,,,,,0.8,
1901-03-01,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,6.7,2.2,,,0.5,,,,,,,,,,,,,3.3,
1901-03-02,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,5.6,-1.1,,,1.0,,,,,,,,,,,,,1.8,
1901-03-03,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,8.9,1.7,,,5.2,,,,,,,,,,,,,1.0,
1901-03-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,8.3,1.1,,,1.1,,,,,,,,,,,,,0.0,
1901-03-05,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,9.4,0.0,,,6.5,,,,,,,,,,,,,2.9,
1901-03-06,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,7.2,0.0,,,2.9,,,,,,,,,,,,,5.3,
1901-03-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,8.9,0.6,,,1.8,,,,,,,,,,,,,0.0,
1901-03-08,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,6.7,1.7,,,3.7,,,,,,,,,,,,,2.8,
1901-03-09,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,8.3,-0.6,,,7.1,,,,,,,,,,,,,5.3,
1901-03-10,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.8,2.8,,,6.8,,,,,,,,,,,,,0.0,
1901-03-11,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.8,1.7,,,4.8,,,,,,,,,,,,,0.0,
1901-03-12,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,11.1,3.3,,,2.3,,,,,,,,,,,,,0.0,
1901-03-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.2,0.6,,,9.0,,,,,,,,,,,,,0.1,
1901-03-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,10.0,1.1,,,0.0,,,,,,,,,,,,,0.0,
1901-03-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,3.3,1.1,,,0.0,,,,,,,,,,,,,0.0,
1901-03-16,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cold,Partially Overcast,4.4,1.7,,,0.0,,,,,,,,,,,,,9.1,
1901-03-17,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cool,Partially Overcast,6.7,1.7,,,1.4,,,,,,,,,,,,,9.1,
1901-03-18,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.1,0.6,,,6.3,,,,,,,,,,,,,0.1,
1901-03-19,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Partially Overcast,3.3,0.0,,,0.6,,,,,,,,,,,,,1.8,
1901-03-20,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.1,1.1,,,3.9,,,,,,,,,,,,,0.1,
1901-03-21,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.1,1.1,,,4.7,,,,,,,,,,,,,0.1,
1901-03-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.7,0.6,,,6.4,,,,,,,,,,,,,0.0,
1901-03-23,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,7.8,-0.6,,,5.5,,,,,,,,,,,,,0.5,
1901-03-24,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,5.0,-1.7,,,5.8,,,,,,,,,,,,,0.0,
1901-03-25,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Sunny,3.3,-3.9,,,5.4,,,,,,,,,,,,,2.0,
1901-03-26,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Sunny,2.8,-3.9,,,8.0,,,,,,,,,,,,,6.6,
1901-03-27,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Freezing,Sunny,0.0,-5.6,,,11.1,,,,,,,,,,,,,0.0,
1901-03-28,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Freezing,Sunny,2.2,-5.6,,,5.4,,,,,,,,,,,,,1.1,
1901-03-29,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Freezing,Sunny,2.2,-7.2,,,7.3,,,,,,,,,,,,,1.1,
1901-03-30,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cool,Partially Overcast,6.7,-1.1,,,1.8,,,,,,,,,,,,,8.6,
1901-03-31,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.7,-0.6,,,10.1,,,,,,,,,,,,,0.8,
1901-04-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,8.3,0.0,,,9.5,,,,,,,,,,,,,0.1,
1901-04-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,7.8,-2.2,,,0.0,,,,,,,,,,,,,0.0,
1901-04-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,9.4,5.6,,,7.0,,,,,,,,,,,,,0.9,
1901-04-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,8.3,0.0,,,10.5,,,,,,,,,,,,,0.0,
1901-04-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,8.3,-1.7,,,11.0,,,,,,,,,,,,,0.0,
1901-04-06,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,6.1,-2.2,,,0.4,,,,,,,,,,,,,0.0,
1901-04-07,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,13.3,5.0,,,2.6,,,,,,,,,,,,,1.9,
1901-04-08,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,10.6,5.6,,,11.4,,,,,,,,,,,,,2.5,
1901-04-09,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,11.1,2.2,,,8.5,,,,,,,,,,,,,0.0,
1901-04-10,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,11.1,-0.6,,,9.6,,,,,,,,,,,,,0.0,
1901-04-11,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,10.0,-1.1,,,8.2,,,,,,,,,,,,,0.0,
1901-04-12,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,7.2,1.7,,,4.9,,,,,,,,,,,,,2.5,
1901-04-13,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,10.0,-1.1,,,2.7,,,,,,,,,,,,,2.0,
1901-04-14,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,9.4,0.6,,,1.4,,,,,,,,,,,,,1.0,
1901-04-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,10.0,1.1,,,8.0,,,,,,,,,,,,,0.8,
1901-04-16,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,7.8,-2.8,,,10.3,,,,,,,,,,,,,2.9,
1901-04-17,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,10.0,-1.1,,,10.5,,,,,,,,,,,,,0.6,
1901-04-18,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,11.1,2.8,,,0.3,,,,,,,,,,,,,0.0,
1901-04-19,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,17.8,3.3,,,8.0,,,,,,,,,,,,,0.1,
1901-04-20,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,15.0,4.4,,,12.0,,,,,,,,,,,,,0.0,
1901-04-21,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,18.9,2.2,,,12.0,,,,,,,,,,,,,0.0,
1901-04-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,19.4,6.7,,,6.7,,,,,,,,,,,,,0.0,
1901-04-23,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,21.1,6.7,,,4.3,,,,,,,,,,,,,0.0,
1901-04-24,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,13.3,4.4,,,12.8,,,,,,,,,,,,,1.1,
1901-04-25,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.8,-1.1,,,10.0,,,,,,,,,,,,,0.0,
1901-04-26,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.8,1.1,,,8.6,,,,,,,,,,,,,0.0,
1901-04-27,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.8,1.1,,,5.4,,,,,,,,,,,,,0.5,
1901-04-28,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cool,Partially Overcast,8.9,3.3,,,0.1,,,,,,,,,,,,,9.1,
1901-04-29,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,8.9,4.4,,,0.6,,,,,,,,,,,,,0.9,
1901-04-30,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,12.8,4.4,,,8.8,,,,,,,,,,,,,2.4,
1901-05-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,9.4,3.3,,,2.4,,,,,,,,,,,,,0.1,
1901-05-02,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,12.8,3.9,,,9.0,,,,,,,,,,,,,1.0,
1901-05-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,15.6,4.4,,,11.2,,,,,,,,,,,,,0.0,
1901-05-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,16.1,3.3,,,12.2,,,,,,,,,,,,,0.1,
1901-05-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,14.4,5.6,,,8.4,,,,,,,,,,,,,0.0,
1901-05-06,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,11.7,4.4,,,3.3,,,,,,,,,,,,,3.0,
1901-05-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,11.1,5.0,,,7.8,,,,,,,,,,,,,0.8,
1901-05-08,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,11.1,2.8,,,6.8,,,,,,,,,,,,,3.4,
1901-05-09,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,8.9,4.4,,,0.0,,,,,,,,,,,,,1.3,
1901-05-10,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,10.0,4.4,,,2.5,,,,,,,,,,,,,5.3,
1901-05-11,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.8,4.4,,,7.7,,,,,,,,,,,,,0.8,
1901-05-12,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.8,2.2,,,13.0,,,,,,,,,,,,,0.0,
1901-05-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,13.9,2.8,,,14.5,,,,,,,,,,,,,0.0,
1901-05-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,13.9,2.2,,,12.6,,,,,,,,,,,,,0.0,
1901-05-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,13.3,1.7,,,14.0,,,,,,,,,,,,,0.0,
1901-05-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,12.8,0.6,,,13.4,,,,,,,,,,,,,0.0,
1901-05-17,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,11.1,3.3,,,0.1,,,,,,,,,,,,,0.0,
1901-05-18,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,16.7,3.3,,,10.0,,,,,,,,,,,,,0.0,
1901-05-19,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,14.4,6.7,,,6.3,,,,,,,,,,,,,0.0,
1901-05-20,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Partially Overcast,15.6,6.7,,,2.1,,,,,,,,,,,,,0.0,
1901-05-21,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,16.7,5.0,,,14.0,,,,,,,,,,,,,0.0,
1901-05-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,14.4,3.9,,,10.2,,,,,,,,,,,,,0.0,
1901-05-23,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,15.6,3.3,,,15.2,,,,,,,,,,,,,0.0,
1901-05-24,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,17.2,3.3,,,14.6,,,,,,,,,,,,,0.0,
1901-05-25,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,12.8,3.9,,,0.0,,,,,,,,,,,,,1.0,
1901-05-26,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,12.8,6.7,,,0.0,,,,,,,,,,,,,3.8,
1901-05-27,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Mild,Sunny,15.6,7.8,,,4.3,,,,,,,,,,,,,49.1,
1901-05-28,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Mild,Sunny,17.8,6.7,,,10.0,,,,,,,,,,,,,3.2,
1901-05-29,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Partially Overcast,17.2,8.9,,,0.5,,,,,,,,,,,,,0.1,
1901-05-30,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Mild,Sunny,18.9,8.9,,,5.5,,,,,,,,,,,,,10.4,
1901-05-31,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Mild,Sunny,18.3,9.4,,,14.5,,,,,,,,,,,,,3.2,
1901-06-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,18.9,6.7,,,12.5,,,,,,,,,,,,,0.0,
1901-06-02,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny,16.7,9.4,,,10.0,,,,,,,,,,,,,2.3,
1901-06-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,17.2,8.9,,,7.5,,,,,,,,,,,,,0.0,
1901-06-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,17.2,7.2,,,9.2,,,,,,,,,,,,,0.0,
1901-06-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,16.7,10.0,,,14.0,,,,,,,,,,,,,0.0,
1901-06-06,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,16.1,6.7,,,14.0,,,,,,,,,,,,,0.1,
1901-06-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,18.9,4.4,,,14.1,,,,,,,,,,,,,0.0,
1901-06-08,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,20.6,5.6,,,14.6,,,,,,,,,,,,,0.0,
1901-06-09,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,20.0,7.2,,,7.0,,,,,,,,,,,,,0.0,
1901-06-10,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,14.4,3.3,,,9.7,,,,,,,,,,,,,0.0,
1901-06-11,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,14.4,4.4,,,14.7,,,,,,,,,,,,,1.4,
1901-06-12,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,13.3,3.3,,,6.0,,,,,,,,,,,,,0.0,
1901-06-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,14.4,3.3,,,3.3,,,,,,,,,,,,,0.1,
1901-06-14,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,12.8,6.7,,,5.5,,,,,,,,,,,,,3.8,
1901-06-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,13.9,5.6,,,8.0,,,,,,,,,,,,,0.0,
1901-06-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,13.9,5.6,,,3.7,,,,,,,,,,,,,0.0,
1901-06-17,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,15.0,5.0,,,7.2,,,,,,,,,,,,,3.3,
1901-06-18,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cool,Sunny,13.9,5.0,,,14.8,,,,,,,,,,,,,9.1,
1901-06-19,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,17.2,2.8,,,5.4,,,,,,,,,,,,,0.0,
1901-06-20,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Mild,Partially Overcast,18.3,8.9,,,1.7,,,,,,,,,,,,,4.1,
1901-06-21,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Mild,Sunny,19.4,11.1,,,12.9,,,,,,,,,,,,,2.5,
1901-06-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,18.9,7.8,,,8.3,,,,,,,,,,,,,0.0,
