month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1991-01-31,FOULA,60.154,-2.074,,Cool,
1991-02-28,FOULA,60.154,-2.074,,Cool,
1991-03-31,FOULA,60.154,-2.074,,Cool,
1991-04-30,FOULA,60.154,-2.074,,Cool,
1991-05-31,FOULA,60.154,-2.074,,Cool,
1991-06-30,FOULA,60.154,-2.074,,Cool,
1991-07-31,FOULA,60.154,-2.074,,Cool,
1991-08-31,FOULA,60.154,-2.074,,Cool,
1991-09-30,FOULA,60.154,-2.074,,Cool,
1991-10-31,FOULA,60.154,-2.074,,Cool,
1991-11-30,FOULA,60.154,-2.074,,Cool,
1991-12-31,FOULA,60.154,-2.074,Gale,Cool,
1991-01-31,FAIR ISLE,59.526,-1.63,Hail,Cool,Partially Overcast
1991-02-28,FAIR ISLE,59.526,-1.63,Hail,Cold,Partially Overcast
1991-03-31,FAIR ISLE,59.526,-1.63,,Cool,Partially Overcast
1991-04-30,FAIR ISLE,59.526,-1.63,,Cool,Sunny
1991-05-31,FAIR ISLE,59.526,-1.63,,Cool,Sunny
1991-06-30,FAIR ISLE,59.526,-1.63,,Cool,Sunny
1991-07-31,FAIR ISLE,59.526,-1.63,,Cool,Sunny
1991-08-31,FAIR ISLE,59.526,-1.63,,Cool,Sunny
1991-09-30,FAIR ISLE,59.526,-1.63,,Cool,Sunny
1991-10-31,FAIR ISLE,59.526,-1.63,,Cool,Partially Overcast
1991-11-30,FAIR ISLE,59.526,-1.63,Hail,Cool,Partially Overcast
1991-12-31,FAIR ISLE,59.526,-1.63,Hail,Cool,Partially Overcast
1991-01-31,LERWICK,60.139,-1.185,Hail,Cool,Partially Overcast
1991-02-28,LERWICK,60.139,-1.185,Hail,Cold,Partially Overcast
1991-03-31,LERWICK,60.139,-1.185,Mild Rain,Cool,Partially Overcast
1991-04-30,LERWICK,60.139,-1.185,Drizzle,Cool,Sunny
1991-05-31,LERWICK,60.139,-1.185,Dry,Cool,Sunny
1991-06-30,LERWICK,60.139,-1.185,Drizzle,Cool,Sunny
1991-07-31,LERWICK,60.139,-1.185,Drizzle,Cool,Sunny
1991-08-31,LERWICK,60.139,-1.185,Drizzle,Cool,Sunny
1991-09-30,LERWICK,60.139,-1.185,Mild Rain,Cool,Sunny
1991-10-31,LERWICK,60.139,-1.185,Mild Rain,Cool,Partially Overcast
1991-11-30,LERWICK,60.139,-1.185,Hail,Cool,Partially Overcast
1991-12-31,LERWICK,60.139,-1.185,Hail,Cool,Partially Overcast
1991-01-31,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1991-02-28,BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast
1991-03-31,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1991-04-30,BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny
1991-05-31,BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny
1991-06-30,BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny
1991-07-31,BALTASOUND,60.759,-0.888,Drizzle,Mild,Sunny
