station_latitude,station_longitude,weather_classifier,temp_category,station_name
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Heavy Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Cool,NUNRAW ABBEY
55.921,-2.652,Heavy Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Heavy Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Cold,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Drizzle,Hot,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Heavy Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Drizzle,Hot,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Heavy Rain,Cool,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Cold,NUNRAW ABBEY
55.921,-2.652,Dry,Cold,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Cool,NUNRAW ABBEY
55.921,-2.652,Dry,Cool,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Drizzle,Hot,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Cool,NUNRAW ABBEY
55.921,-2.652,Dry,Cool,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Cold,NUNRAW ABBEY
55.921,-2.652,Heavy Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Heavy Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Mild Rain,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
55.921,-2.652,Dry,Hot,NUNRAW ABBEY
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Freezing,DUNBAR
56.004,-2.528,Dry,Freezing,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Drizzle,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Heavy Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Mild Rain,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
56.004,-2.528,Dry,Hot,DUNBAR
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cold,BOWHILL
55.541,-2.906,Dry,Cold,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Drizzle,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Freezing,BOWHILL
55.541,-2.906,Snowy,Cold,BOWHILL
55.541,-2.906,Dry,Cold,BOWHILL
55.541,-2.906,Snowy,Cold,BOWHILL
55.541,-2.906,Mild Rain,Cold,BOWHILL
55.541,-2.906,Dry,Cold,BOWHILL
55.541,-2.906,Snowy,Freezing,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Snowy,Cool,BOWHILL
55.541,-2.906,Dry,Cold,BOWHILL
55.541,-2.906,Snowy,Cold,BOWHILL
55.541,-2.906,Dry,Cold,BOWHILL
55.541,-2.906,Dry,Freezing,BOWHILL
55.541,-2.906,Dry,Freezing,BOWHILL
55.541,-2.906,Dry,Freezing,BOWHILL
55.541,-2.906,Dry,Freezing,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Drizzle,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Drizzle,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Drizzle,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Drizzle,Cool,BOWHILL
55.541,-2.906,Snowy,Cool,BOWHILL
55.541,-2.906,Snowy,Cool,BOWHILL
55.541,-2.906,Gale,Cold,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Snowy,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Hail,Cool,BOWHILL
55.541,-2.906,Snowy,Cool,BOWHILL
55.541,-2.906,Snowy,Cold,BOWHILL
55.541,-2.906,Drizzle,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Drizzle,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Mild Rain,Cool,BOWHILL
55.541,-2.906,Heavy Rain,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Drizzle,Cool,BOWHILL
55.541,-2.906,Dry,Cool,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
55.541,-2.906,Dry,Mild,BOWHILL
