src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year,file_location_temp,file_location_weather,file_location_precip
1,FOULA,foula,shetland,60.154,-2.074,22,1989,2003,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\shetland\00001_foula\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\shetland\00001_foula\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\shetland\00001_foula\qc-version-1
3,FAIR ISLE,fair-isle,shetland,59.526,-1.63,57,1974,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\shetland\00003_fair-isle\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\shetland\00003_fair-isle\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\shetland\00003_fair-isle\qc-version-1
5,HAMNAVOE,hamnavoe,shetland,60.104,-1.333,21,1962,1972,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\shetland\00005_hamnavoe\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\shetland\00005_hamnavoe\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\shetland\00005_hamnavoe\qc-version-1
9,LERWICK,lerwick,shetland,60.139,-1.185,82,1976,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\shetland\00009_lerwick\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\shetland\00009_lerwick\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\shetland\00009_lerwick\qc-version-1
10,SELLA NESS,sella-ness,shetland,60.447,-1.278,7,1994,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\shetland\00010_sella-ness\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\shetland\00010_sella-ness\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\shetland\00010_sella-ness\qc-version-1
12,BALTASOUND NO 2,baltasound-no-2,shetland,60.748,-0.856,15,1992,2002,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\shetland\00012_baltasound-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\shetland\00012_baltasound-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\shetland\00012_baltasound-no-2\qc-version-1
13,BALTASOUND,baltasound,shetland,60.759,-0.888,24,1914,1995,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\shetland\00013_baltasound\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\shetland\00013_baltasound\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\shetland\00013_baltasound\qc-version-1
17,SULE SKERRY,sule-skerry,orkney,59.082,-4.405,12,1961,1974,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\orkney\00017_sule-skerry\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\orkney\00017_sule-skerry\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\orkney\00017_sule-skerry\qc-version-1
19,RACKWICK,rackwick,orkney,58.873,-3.387,18,1987,2008,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\orkney\00019_rackwick\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\orkney\00019_rackwick\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\orkney\00019_rackwick\qc-version-1
20,STENNESS,stenness,orkney,58.982,-3.223,23,1961,1973,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\orkney\00020_stenness\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\orkney\00020_stenness\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\orkney\00020_stenness\qc-version-1
21,EVIE,evie,orkney,59.105,-3.088,34,1965,1967,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\orkney\00021_evie\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\orkney\00021_evie\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\orkney\00021_evie\qc-version-1
22,COSTA,costa,orkney,59.131,-3.148,35,1961,1964,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\orkney\00022_costa\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\orkney\00022_costa\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\orkney\00022_costa\qc-version-1
23,KIRKWALL,kirkwall,orkney,58.953,-2.901,26,1961,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\orkney\00023_kirkwall\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\orkney\00023_kirkwall\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\orkney\00023_kirkwall\qc-version-1
24,WEYLAND,weyland,orkney,58.986,-2.948,24,1977,1979,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\orkney\00024_weyland\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\orkney\00024_weyland\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\orkney\00024_weyland\qc-version-1
25,"NORTH RONALDSAY, GERBO",north-ronaldsay-gerbo,orkney,59.361,-2.415,11,1996,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\orkney\00025_north-ronaldsay-gerbo\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\orkney\00025_north-ronaldsay-gerbo\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\orkney\00025_north-ronaldsay-gerbo\qc-version-1
26,DOUNREAY,dounreay,caithness,58.579,-3.739,21,1961,1983,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\caithness\00026_dounreay\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\caithness\00026_dounreay\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\caithness\00026_dounreay\qc-version-1
28,"BERRIEDALE, LANGWELL",berriedale-langwell,caithness,58.18,-3.53,67,1981,1985,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\caithness\00028_berriedale-langwell\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\caithness\00028_berriedale-langwell\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\caithness\00028_berriedale-langwell\qc-version-1
29,"HALKIRK , OLGRINBERG",halkirk-olgrinberg,caithness,58.453,-3.559,71,1961,1961,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\caithness\00029_halkirk-olgrinberg\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\caithness\00029_halkirk-olgrinberg\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\caithness\00029_halkirk-olgrinberg\qc-version-1
31,LYBSTER,lybster,caithness,58.311,-3.285,85,1994,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\caithness\00031_lybster\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\caithness\00031_lybster\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\caithness\00031_lybster\qc-version-1
32,WICK AIRPORT,wick-airport,caithness,58.454,-3.09,36,1945,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\caithness\00032_wick-airport\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\caithness\00032_wick-airport\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\caithness\00032_wick-airport\qc-version-1
33,KEISS,keiss,caithness,58.542,-3.11,30,1972,1985,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\caithness\00033_keiss\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\caithness\00033_keiss\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\caithness\00033_keiss\qc-version-1
34,JOHN O GROATS,john-o-groats,caithness,58.635,-3.064,30,1969,1972,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\caithness\00034_john-o-groats\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\caithness\00034_john-o-groats\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\caithness\00034_john-o-groats\qc-version-1
35,GEISGEIL,geisgeil,sutherland,58.319,-5.126,12,1978,1979,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00035_geisgeil\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00035_geisgeil\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00035_geisgeil\qc-version-1
36,DUARTMORE BRIDGE,duartmore-bridge,sutherland,58.289,-5.072,30,1980,2004,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00036_duartmore-bridge\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00036_duartmore-bridge\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00036_duartmore-bridge\qc-version-1
37,CAPE WRATH,cape-wrath,sutherland,58.625,-5.0,112,1961,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00037_cape-wrath\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00037_cape-wrath\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00037_cape-wrath\qc-version-1
38,ACHFARY,achfary,sutherland,58.311,-4.916,46,2006,2021,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00038_achfary\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00038_achfary\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00038_achfary\qc-version-1
39,ACHANY NO 2,achany-no-2,sutherland,57.981,-4.427,107,1977,1982,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00039_achany-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00039_achany-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00039_achany-no-2\qc-version-1
40,CASSLEY,cassley,sutherland,58.168,-4.727,99,1974,2002,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00040_cassley\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00040_cassley\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00040_cassley\qc-version-1
8231,HUNTSHAM,huntsham,devon,50.953,-3.438,237,2006,2021,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\devon\08231_huntsham\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\devon\08231_huntsham\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\devon\08231_huntsham\qc-version-1
42,ACHANY,achany,sutherland,57.982,-4.422,85,1961,1970,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00042_achany\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00042_achany\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00042_achany\qc-version-1
43,LAIRG NO 2,lairg-no-2,sutherland,58.019,-4.407,91,1971,2000,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00043_lairg-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00043_lairg-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00043_lairg-no-2\qc-version-1
44,ALTNAHARRA NO 2,altnaharra-no-2,sutherland,58.288,-4.442,81,1993,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00044_altnaharra-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00044_altnaharra-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00044_altnaharra-no-2\qc-version-1
45,TORRISDALE,torrisdale,sutherland,58.523,-4.273,27,1977,1990,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00045_torrisdale\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00045_torrisdale\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00045_torrisdale\qc-version-1
46,STRATHY 1,strathy-1,sutherland,58.52,-4.01,38,1961,1976,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00046_strathy-1\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00046_strathy-1\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00046_strathy-1\qc-version-1
48,"KINBRACE, HATCHERY",kinbrace-hatchery,sutherland,58.23,-3.922,103,1979,2000,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00048_kinbrace-hatchery\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00048_kinbrace-hatchery\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00048_kinbrace-hatchery\qc-version-1
49,ACHENTOUL NO 2,achentoul-no-2,sutherland,58.293,-3.924,137,1967,1971,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00049_achentoul-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00049_achentoul-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00049_achentoul-no-2\qc-version-1
50,STRATHY EAST,strathy-east,sutherland,58.561,-3.992,68,1993,2021,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\sutherland\00050_strathy-east\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\sutherland\00050_strathy-east\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\sutherland\00050_strathy-east\qc-version-1
51,KNEEP,kneep,western-isles,58.222,-6.948,5,1983,1987,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\western-isles\00051_kneep\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\western-isles\00051_kneep\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\western-isles\00051_kneep\qc-version-1
52,AULTBEA NO 2,aultbea-no-2,ross-and-cromarty,57.859,-5.633,11,1990,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00052_aultbea-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00052_aultbea-no-2\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00052_aultbea-no-2\qc-version-1
54,STORNOWAY AIRPORT,stornoway-airport,western-isles,58.213,-6.319,15,1968,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\western-isles\00054_stornoway-airport\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\western-isles\00054_stornoway-airport\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\western-isles\00054_stornoway-airport\qc-version-1
56,BALMACARA HOUSE,balmacara-house,ross-and-cromarty,57.286,-5.652,4,1963,1978,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00056_balmacara-house\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00056_balmacara-house\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00056_balmacara-house\qc-version-1
58,DIABAIG,diabaig,ross-and-cromarty,57.579,-5.692,60,1977,2010,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00058_diabaig\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00058_diabaig\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00058_diabaig\qc-version-1
59,GLEN TORRIDON,glen-torridon,ross-and-cromarty,57.551,-5.46,55,1968,1971,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00059_glen-torridon\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00059_glen-torridon\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00059_glen-torridon\qc-version-1
60,POOLEWE,poolewe,ross-and-cromarty,57.774,-5.597,6,1963,2021,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00060_poolewe\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00060_poolewe\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00060_poolewe\qc-version-1
61,RUDH RE,rudh-re,ross-and-cromarty,57.858,-5.813,16,1966,1977,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00061_rudh-re\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00061_rudh-re\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00061_rudh-re\qc-version-1
62,"ACHNASHELLACH, LAIR",achnashellach-lair,ross-and-cromarty,57.484,-5.32,40,1982,1984,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00062_achnashellach-lair\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00062_achnashellach-lair\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00062_achnashellach-lair\qc-version-1
63,INVERPOLLY,inverpolly,ross-and-cromarty,58.068,-5.267,14,1963,1998,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00063_inverpolly\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00063_inverpolly\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00063_inverpolly\qc-version-1
64,PLOCKTON,plockton,ross-and-cromarty,57.337,-5.653,12,1979,2019,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00064_plockton\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00064_plockton\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00064_plockton\qc-version-1
65,ACHNASHELLACH,achnashellach,ross-and-cromarty,57.49,-5.275,67,1936,1982,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00065_achnashellach\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00065_achnashellach\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00065_achnashellach\qc-version-1
66,KINLOCHEWE,kinlochewe,ross-and-cromarty,57.613,-5.306,25,1954,2005,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00066_kinlochewe\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00066_kinlochewe\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00066_kinlochewe\qc-version-1
67,LOCH GLASCARNOCH,loch-glascarnoch,ross-and-cromarty,57.725,-4.895,269,1992,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00067_loch-glascarnoch\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00067_loch-glascarnoch\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00067_loch-glascarnoch\qc-version-1
68,KNOCKANROCK,knockanrock,ross-and-cromarty,58.031,-5.072,244,1968,1998,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00068_knockanrock\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00068_knockanrock\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00068_knockanrock\qc-version-1
69,CLUANIE INN,cluanie-inn,ross-and-cromarty,57.156,-5.181,223,1994,1995,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00069_cluanie-inn\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00069_cluanie-inn\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00069_cluanie-inn\qc-version-1
70,STRATHCONON,strathconon,ross-and-cromarty,57.555,-4.794,107,1968,1981,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00070_strathconon\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00070_strathconon\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00070_strathconon\qc-version-1
71,CRAIGDARROCH,craigdarroch,ross-and-cromarty,57.578,-4.607,38,1973,1979,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00071_craigdarroch\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00071_craigdarroch\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00071_craigdarroch\qc-version-1
72,CONTIN,contin,ross-and-cromarty,57.575,-4.587,29,1972,1975,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00072_contin\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00072_contin\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00072_contin\qc-version-1
74,DINGWALL,dingwall,ross-and-cromarty,57.6,-4.447,7,1983,2006,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00074_dingwall\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00074_dingwall\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00074_dingwall\qc-version-1
75,CRANNICH,crannich,ross-and-cromarty,57.752,-4.272,197,1985,1988,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00075_crannich\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00075_crannich\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00075_crannich\qc-version-1
76,FORTROSE,fortrose,ross-and-cromarty,57.574,-4.093,5,1926,1994,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00076_fortrose\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00076_fortrose\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00076_fortrose\qc-version-1
77,INVERGORDON HARBOUR,invergordon-harbour,ross-and-cromarty,57.687,-4.167,3,1994,1997,D:\Github\Weather_Scraper\Raw_Data\Temperature_Daily\dataset-version-202207\ross-and-cromarty\00077_invergordon-harbour\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Weather_Daily\dataset-version-202207\ross-and-cromarty\00077_invergordon-harbour\qc-version-1,D:\Github\Weather_Scraper\Raw_Data\Precipitation_Daily\dataset-version-202207\ross-and-cromarty\00077_invergordon-harbour\qc-version-1
