month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1905-01-31,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast
1905-02-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny
1905-03-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1905-04-30,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1905-05-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1905-06-30,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny
1905-07-31,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny
1905-08-31,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Mild,Sunny
1905-09-30,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1905-10-31,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny
1905-11-30,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast
1905-12-31,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast
1905-01-31,DURHAM,54.768,-1.586,Dry,Cool,Partially Overcast
1905-02-28,DURHAM,54.768,-1.586,Dry,Cool,Partially Overcast
1905-03-31,DURHAM,54.768,-1.586,Drizzle,Cool,Sunny
1905-04-30,DURHAM,54.768,-1.586,Drizzle,Cool,Sunny
1905-05-31,DURHAM,54.768,-1.586,Dry,Cool,Sunny
1905-06-30,DURHAM,54.768,-1.586,Dry,Mild,Sunny
1905-07-31,DURHAM,54.768,-1.586,Dry,Mild,Sunny
1905-08-31,DURHAM,54.768,-1.586,Drizzle,Mild,Sunny
1905-09-30,DURHAM,54.768,-1.586,Drizzle,Mild,Sunny
1905-10-31,DURHAM,54.768,-1.586,Drizzle,Cool,Sunny
1905-11-30,DURHAM,54.768,-1.586,Mild Rain,Cool,Partially Overcast
1905-12-31,DURHAM,54.768,-1.586,Dry,Cool,Partially Overcast
1905-01-31,HULL,53.756,-0.358,Dry,,Partially Overcast
1905-02-28,HULL,53.756,-0.358,Dry,,Partially Overcast
1905-03-31,HULL,53.756,-0.358,Drizzle,,Partially Overcast
1905-04-30,HULL,53.756,-0.358,Drizzle,,Partially Overcast
1905-05-31,HULL,53.756,-0.358,Dry,,Sunny
1905-06-30,HULL,53.756,-0.358,Drizzle,Mild,Sunny
1905-07-31,HULL,53.756,-0.358,Drizzle,Mild,Sunny
1905-08-31,HULL,53.756,-0.358,Drizzle,Mild,Sunny
1905-09-30,HULL,53.756,-0.358,Drizzle,Mild,Sunny
1905-10-31,HULL,53.756,-0.358,Drizzle,Cool,Partially Overcast
1905-11-30,HULL,53.756,-0.358,Drizzle,Cool,Partially Overcast
1905-12-31,HULL,53.756,-0.358,Dry,Cool,Partially Overcast
1905-01-31,SKEGNESS,53.148,0.346,Dry,Cool,Partially Overcast
1905-02-28,SKEGNESS,53.148,0.346,Dry,Cool,Partially Overcast
1905-03-31,SKEGNESS,53.148,0.346,Drizzle,Cool,Sunny
1905-04-30,SKEGNESS,53.148,0.346,Dry,Cool,Sunny
1905-05-31,SKEGNESS,53.148,0.346,Dry,Cool,Sunny
1905-06-30,SKEGNESS,53.148,0.346,Drizzle,Mild,Sunny
1905-07-31,SKEGNESS,53.148,0.346,Dry,Mild,Sunny
1905-08-31,SKEGNESS,53.148,0.346,Drizzle,Mild,Sunny
1905-09-30,SKEGNESS,53.148,0.346,Drizzle,Mild,Sunny
1905-10-31,SKEGNESS,53.148,0.346,Drizzle,Cool,Sunny
1905-11-30,SKEGNESS,53.148,0.346,Drizzle,Cool,Partially Overcast
1905-12-31,SKEGNESS,53.148,0.346,Dry,Cool,Partially Overcast
1905-01-31,CROMER,52.934,1.291,Dry,Cool,
1905-02-28,CROMER,52.934,1.291,Dry,Cool,
1905-03-31,CROMER,52.934,1.291,Drizzle,Cool,
1905-04-30,CROMER,52.934,1.291,Drizzle,Cool,
1905-05-31,CROMER,52.934,1.291,Dry,Cool,
1905-06-30,CROMER,52.934,1.291,Mild Rain,Mild,
1905-07-31,CROMER,52.934,1.291,Drizzle,Mild,
1905-08-31,CROMER,52.934,1.291,Drizzle,Mild,
1905-09-30,CROMER,52.934,1.291,Drizzle,Mild,
1905-10-31,CROMER,52.934,1.291,Drizzle,Cool,
