date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1912-01-01,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-02,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-03,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-04,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-05,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-01-06,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1912-01-07,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-01-08,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1912-01-09,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cold,Partially Overcast
1912-01-10,GORDON CASTLE,57.621,-3.09,Mild Rain,,Partially Overcast
1912-01-11,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-12,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-13,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-14,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-15,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-01-16,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-01-17,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1912-01-18,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1912-01-19,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1912-01-20,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1912-01-21,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1912-01-22,GORDON CASTLE,57.621,-3.09,Drizzle,Cold,Partially Overcast
1912-01-23,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1912-01-24,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1912-01-25,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1912-01-26,GORDON CASTLE,57.621,-3.09,Drizzle,Cold,Partially Overcast
1912-01-27,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1912-01-28,GORDON CASTLE,57.621,-3.09,Dry,Cold,Sunny
1912-01-29,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1912-01-30,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1912-01-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1912-02-01,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1912-02-02,GORDON CASTLE,57.621,-3.09,Drizzle,Freezing,Sunny
1912-02-03,GORDON CASTLE,57.621,-3.09,Mild Rain,Freezing,Partially Overcast
1912-02-04,GORDON CASTLE,57.621,-3.09,Mild Rain,Freezing,Sunny
1912-02-05,GORDON CASTLE,57.621,-3.09,Dry,Freezing,Partially Overcast
1912-02-06,GORDON CASTLE,57.621,-3.09,Dry,Freezing,Partially Overcast
1912-02-07,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1912-02-08,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-02-09,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-10,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1912-02-11,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-02-12,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-13,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-14,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-02-15,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-16,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-17,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-02-18,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-19,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Partially Overcast
1912-02-20,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1912-02-21,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-02-22,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-23,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-24,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-02-25,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-02-26,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-02-27,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-02-28,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1912-02-29,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-01,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-03-02,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-03,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-04,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-05,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1912-03-06,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Partially Overcast
1912-03-07,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-03-08,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-09,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-10,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-03-11,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-12,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-03-13,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-03-14,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-15,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1912-03-16,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-17,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-03-18,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-03-19,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1912-03-20,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-03-21,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-22,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-23,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-03-24,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-25,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-03-26,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-03-27,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-03-28,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-03-29,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1912-03-30,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-03-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-04-01,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1912-04-02,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-04-03,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-04-04,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-04-05,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny
1912-04-06,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-04-07,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-04-08,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-04-09,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-04-10,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-04-11,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-04-12,GORDON CASTLE,57.621,-3.09,Dry,Cold,Sunny
1912-04-13,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-04-14,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-04-15,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-16,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-17,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-18,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-19,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-20,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-21,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast
1912-04-22,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-23,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-24,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-04-25,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast
1912-04-26,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-04-27,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-04-28,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-04-29,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-04-30,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-01,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-05-02,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny
1912-05-03,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-05-04,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-05,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-06,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-05-07,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny
1912-05-08,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny
1912-05-09,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny
1912-05-10,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-05-11,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Partially Overcast
1912-05-12,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny
1912-05-13,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-14,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-15,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast
1912-05-16,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Partially Overcast
1912-05-17,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1912-05-18,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1912-05-19,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast
1912-05-20,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-05-21,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1912-05-22,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-23,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1912-05-24,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-25,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-26,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-27,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-05-28,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-29,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-05-30,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny
1912-05-31,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-06-01,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1912-06-02,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-06-03,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1912-06-04,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast
