date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt
2020-01-01,ACHFARY,58.311,-4.916,Dry,Cool,,9.0,4.2,2.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-01-02,ACHFARY,58.311,-4.916,Drizzle,Cool,,12.1,8.3,6.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,1.2
2020-01-03,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,11.9,4.3,1.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,14.2
2020-01-04,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.1,4.9,3.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,25.8
2020-01-05,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,10.1,4.9,3.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,8.4
2020-01-06,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,12.5,8.0,6.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,13.5
2020-01-07,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,12.7,5.7,4.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,11.0
2020-01-08,ACHFARY,58.311,-4.916,Heavy Rain,Mild,,15.5,3.5,1.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,24.5
2020-01-09,ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.3,-0.1,-0.4,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,4.2
2020-01-10,ACHFARY,58.311,-4.916,Dry,Cool,,6.2,-0.5,-1.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.7
2020-01-11,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,11.9,2.8,2.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,28.0
2020-01-12,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.3,1.0,0.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,34.4
2020-01-13,ACHFARY,58.311,-4.916,Mild Rain,Cool,,7.2,1.2,1.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.4
2020-01-14,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.7,2.1,1.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,8.1
2020-01-15,ACHFARY,58.311,-4.916,Mild Rain,Cool,,7.9,2.1,0.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,3.0
2020-01-16,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.1,3.7,2.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,20.2
2020-01-17,ACHFARY,58.311,-4.916,Mild Rain,Cool,,9.1,3.7,3.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,4.4
2020-01-18,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.5,2.9,1.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,10.3
2020-01-19,ACHFARY,58.311,-4.916,Drizzle,Cool,,8.2,2.6,0.4,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,1.1
2020-01-20,ACHFARY,58.311,-4.916,Dry,Cool,,9.8,6.0,4.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.2
2020-01-21,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.9,5.6,3.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,9.4
2020-01-22,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.5,5.6,4.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,18.8
2020-01-23,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,10.0,7.6,5.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,7.8
2020-01-24,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.2,5.4,3.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,12.0
2020-01-25,ACHFARY,58.311,-4.916,Mild Rain,Cool,,9.7,5.5,4.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.5
2020-01-26,ACHFARY,58.311,-4.916,Mild Rain,Cool,,10.4,6.2,5.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.5
2020-01-27,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.6,1.4,0.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,8.2
2020-01-28,ACHFARY,58.311,-4.916,Mild Rain,Cold,,3.8,-1.5,-3.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,7.0
2020-01-29,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,6.1,-1.5,-2.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,8.3
2020-01-30,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.8,2.1,0.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,8.5
2020-01-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,11.4,4.2,2.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,12.8
2020-02-01,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,10.6,4.3,3.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,30.7
2020-02-02,ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.5,0.0,-1.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.5
2020-02-03,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.4,0.1,-0.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,15.8
2020-02-04,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,6.8,3.7,0.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,8.8
2020-02-05,ACHFARY,58.311,-4.916,Mild Rain,Cool,,10.0,2.7,0.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,3.4
2020-02-06,ACHFARY,58.311,-4.916,Mild Rain,Cool,,10.0,2.7,3.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.2
2020-02-07,ACHFARY,58.311,-4.916,Dry,Cool,,7.8,-0.3,-1.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-02-08,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.3,2.9,1.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,13.2
2020-02-09,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.3,1.0,-0.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,17.9
2020-02-10,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.8,1.3,-0.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,13.4
2020-02-11,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,5.2,1.3,0.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,20.0
2020-02-12,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,5.4,1.2,0.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,69.3
2020-02-13,ACHFARY,58.311,-4.916,Heavy Rain,Cold,,4.3,-2.3,-4.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,17.2
2020-02-14,ACHFARY,58.311,-4.916,Dry,Cold,,4.1,-2.1,-3.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.1
2020-02-15,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.5,3.3,0.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,7.8
2020-02-16,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.3,1.3,0.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,30.2
2020-02-17,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.7,3.4,1.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,29.3
2020-02-18,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.9,1.7,0.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,14.5
2020-02-19,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,6.1,2.3,0.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,14.0
2020-02-20,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.7,2.7,0.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,12.5
2020-02-21,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.7,1.6,0.4,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,18.9
2020-02-22,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.8,0.9,-0.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,20.5
2020-02-23,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,6.3,2.6,0.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,14.9
2020-02-24,ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.6,0.0,-1.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,5.0
2020-02-25,ACHFARY,58.311,-4.916,Hail,Cold,,4.7,0.5,-1.0,,,,,,0.0,,1.0,3.0,9.0,9.0,,,,1.0
2020-02-26,ACHFARY,58.311,-4.916,Heavy Rain,Cold,,3.9,-0.1,-1.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,10.0
2020-02-27,ACHFARY,58.311,-4.916,Snowy,Cold,,3.8,0.4,-2.0,,,,,,2.0,,9.0,9.0,9.0,9.0,,,,12.8
2020-02-28,ACHFARY,58.311,-4.916,Heavy Rain,Cold,,4.9,0.9,-0.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,14.5
2020-02-29,ACHFARY,58.311,-4.916,Heavy Rain,Cold,,4.4,1.8,0.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,15.6
2020-03-01,ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.5,1.2,-0.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,3.2
2020-03-02,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,6.3,2.3,-0.4,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,13.0
2020-03-03,ACHFARY,58.311,-4.916,Mild Rain,Cool,,8.3,2.5,-0.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,5.5
2020-03-04,ACHFARY,58.311,-4.916,Mild Rain,Cool,,8.7,-0.7,-3.2,,,,,,0.0,,,,,,,,,3.0
2020-03-05,ACHFARY,58.311,-4.916,Dry,Cool,,8.0,0.5,,,,,,,,,9.0,9.0,9.0,9.0,,,,0.8
2020-03-06,ACHFARY,58.311,-4.916,Dry,Cool,,7.6,-1.6,-3.4,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-03-07,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,10.4,0.5,-0.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,15.0
2020-03-08,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,11.9,4.4,2.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,23.4
2020-03-09,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.3,2.0,-0.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,11.2
2020-03-10,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.6,2.2,0.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,12.0
2020-03-11,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.8,3.2,0.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,15.2
2020-03-12,ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.7,1.2,-0.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.0
2020-03-13,ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.7,-0.9,-3.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,3.3
2020-03-14,ACHFARY,58.311,-4.916,Drizzle,Cool,,6.6,1.5,-0.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,1.0
2020-03-15,ACHFARY,58.311,-4.916,Drizzle,Cool,,8.2,3.0,1.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.0
2020-03-16,ACHFARY,58.311,-4.916,Dry,Cool,,7.6,-2.2,-4.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.6
2020-03-17,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,10.4,2.6,1.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,14.4
2020-03-18,ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.8,1.9,-0.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.3
2020-03-19,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,7.0,2.4,0.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,10.6
2020-03-20,ACHFARY,58.311,-4.916,Drizzle,Cool,,8.3,-1.6,-3.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,1.4
2020-03-21,ACHFARY,58.311,-4.916,Dry,Cool,,9.1,0.1,-1.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-03-22,ACHFARY,58.311,-4.916,Dry,Cool,,6.6,1.6,1.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-03-23,ACHFARY,58.311,-4.916,Dry,Cool,,9.9,2.5,0.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-03-24,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,10.8,7.6,5.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,15.5
2020-03-25,ACHFARY,58.311,-4.916,Mild Rain,Cool,,14.1,5.3,4.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.2
2020-03-26,ACHFARY,58.311,-4.916,Dry,Cool,,8.8,1.1,-0.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.4
2020-03-27,ACHFARY,58.311,-4.916,Dry,Cool,,11.4,0.0,-1.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-03-28,ACHFARY,58.311,-4.916,Drizzle,Cool,,11.9,3.9,1.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.0
2020-03-29,ACHFARY,58.311,-4.916,Dry,Cool,,6.6,1.3,0.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.2
2020-03-30,ACHFARY,58.311,-4.916,Mild Rain,Cool,,8.1,3.7,3.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.9
2020-03-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,,8.6,4.7,3.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.5
2020-04-01,ACHFARY,58.311,-4.916,Mild Rain,Cool,,9.4,5.0,3.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,5.1
2020-04-02,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.8,2.5,1.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,11.8
2020-04-03,ACHFARY,58.311,-4.916,Mild Rain,Cool,,5.9,-0.5,-2.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,5.0
2020-04-04,ACHFARY,58.311,-4.916,Mild Rain,Cool,,8.1,2.3,1.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,5.0
2020-04-05,ACHFARY,58.311,-4.916,Dry,Cool,,10.7,3.5,1.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.1
2020-04-06,ACHFARY,58.311,-4.916,Drizzle,Cool,,14.9,8.9,7.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,1.4
2020-04-07,ACHFARY,58.311,-4.916,Mild Rain,Cool,,10.6,6.9,5.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.5
2020-04-08,ACHFARY,58.311,-4.916,Mild Rain,Cool,,13.6,5.4,4.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,4.4
2020-04-09,ACHFARY,58.311,-4.916,Dry,Cool,,9.3,-1.7,-3.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.5
2020-04-10,ACHFARY,58.311,-4.916,Dry,Cool,,11.5,6.4,6.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-11,ACHFARY,58.311,-4.916,Mild Rain,Mild,,15.9,8.2,7.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.5
2020-04-12,ACHFARY,58.311,-4.916,Mild Rain,Cool,,11.6,5.4,3.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,3.9
2020-04-13,ACHFARY,58.311,-4.916,Dry,Cool,,8.0,2.7,0.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.1
2020-04-14,ACHFARY,58.311,-4.916,Dry,Cool,,8.0,-1.0,-2.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-15,ACHFARY,58.311,-4.916,Dry,Cool,,10.1,5.7,5.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.1
2020-04-16,ACHFARY,58.311,-4.916,Mild Rain,Cool,,9.7,4.7,3.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,4.4
2020-04-17,ACHFARY,58.311,-4.916,Dry,Cool,,10.8,0.9,-0.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-18,ACHFARY,58.311,-4.916,Dry,Cool,,12.1,2.0,0.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-19,ACHFARY,58.311,-4.916,Dry,Cool,,12.6,3.2,1.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-20,ACHFARY,58.311,-4.916,Dry,Mild,,16.1,4.7,,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-21,ACHFARY,58.311,-4.916,Dry,Cool,,15.0,4.7,2.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-22,ACHFARY,58.311,-4.916,Dry,Mild,,16.3,3.0,2.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-23,ACHFARY,58.311,-4.916,Dry,Mild,,17.7,4.5,2.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-24,ACHFARY,58.311,-4.916,Dry,Mild,,19.8,1.9,0.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-25,ACHFARY,58.311,-4.916,Dry,Mild,,16.5,3.4,,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-26,ACHFARY,58.311,-4.916,Mild Rain,Cool,,14.1,3.4,1.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.7
2020-04-27,ACHFARY,58.311,-4.916,Mild Rain,Cool,,12.6,2.7,1.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,5.0
2020-04-28,ACHFARY,58.311,-4.916,Dry,Cool,,10.5,1.5,0.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.1
2020-04-29,ACHFARY,58.311,-4.916,Dry,Cool,,10.6,2.5,1.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-04-30,ACHFARY,58.311,-4.916,Dry,Cool,,13.6,4.7,3.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.9
2020-05-01,ACHFARY,58.311,-4.916,Dry,Cool,,12.2,3.5,2.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.6
2020-05-02,ACHFARY,58.311,-4.916,Dry,Cool,,11.6,6.5,4.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.3
2020-05-03,ACHFARY,58.311,-4.916,Dry,Cool,,12.4,-0.9,-2.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-05-04,ACHFARY,58.311,-4.916,Dry,Cool,,14.0,0.8,-0.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.9
2020-05-05,ACHFARY,58.311,-4.916,Dry,Cool,,12.8,4.2,2.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-05-06,ACHFARY,58.311,-4.916,Dry,Cool,,14.9,0.9,-0.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-05-07,ACHFARY,58.311,-4.916,Dry,Mild,,16.9,3.3,1.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-05-08,ACHFARY,58.311,-4.916,Dry,Mild,,17.5,9.3,8.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.1
2020-05-09,ACHFARY,58.311,-4.916,Mild Rain,Cool,,13.6,8.5,8.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,6.3
2020-05-10,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,9.0,1.7,0.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,14.5
2020-05-11,ACHFARY,58.311,-4.916,Drizzle,Cool,,6.8,0.0,-2.4,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.0
2020-05-12,ACHFARY,58.311,-4.916,Mild Rain,Cool,,10.0,4.1,2.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,4.1
2020-05-13,ACHFARY,58.311,-4.916,Mild Rain,Cool,,7.2,1.1,-0.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.7
2020-05-14,ACHFARY,58.311,-4.916,Mild Rain,Cool,,8.8,4.5,4.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,4.0
2020-05-15,ACHFARY,58.311,-4.916,Mild Rain,Cool,,11.8,5.7,3.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,7.4
2020-05-16,ACHFARY,58.311,-4.916,Dry,Cool,,12.2,8.6,7.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.4
2020-05-17,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,14.2,8.7,7.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,14.5
2020-05-18,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,12.7,8.0,7.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,19.0
2020-05-19,ACHFARY,58.311,-4.916,Dry,Cool,,14.2,6.9,4.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.3
2020-05-20,ACHFARY,58.311,-4.916,Drizzle,Mild,,16.2,10.7,10.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.1
2020-05-21,ACHFARY,58.311,-4.916,Dry,Mild,,22.4,7.2,5.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-05-22,ACHFARY,58.311,-4.916,Mild Rain,Cool,,14.8,9.9,8.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,7.2
2020-05-23,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,15.0,9.3,7.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,11.3
2020-05-24,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,11.1,8.8,7.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,26.2
2020-05-25,ACHFARY,58.311,-4.916,Drizzle,Mild,,16.5,10.4,8.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.1
2020-05-26,ACHFARY,58.311,-4.916,Drizzle,Mild,,17.6,10.0,7.7,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,1.0
2020-05-27,ACHFARY,58.311,-4.916,Dry,Mild,,15.8,9.6,8.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-05-28,ACHFARY,58.311,-4.916,Heavy Rain,Mild,,17.2,9.4,9.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,11.8
2020-05-29,ACHFARY,58.311,-4.916,Dry,Mild,,19.6,11.3,9.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-05-30,ACHFARY,58.311,-4.916,Dry,Hot,,26.4,14.2,12.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-05-31,ACHFARY,58.311,-4.916,Dry,Mild,,25.0,10.1,8.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-01,ACHFARY,58.311,-4.916,Dry,Mild,,22.8,8.6,6.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-02,ACHFARY,58.311,-4.916,Dry,Mild,,23.8,11.4,10.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.6
2020-06-03,ACHFARY,58.311,-4.916,Dry,Cool,,13.3,7.9,6.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.9
2020-06-04,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,12.9,6.9,6.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,9.0
2020-06-05,ACHFARY,58.311,-4.916,Mild Rain,Cool,,12.6,5.6,4.2,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,5.7
2020-06-06,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,10.5,7.0,7.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,39.0
2020-06-07,ACHFARY,58.311,-4.916,Drizzle,Cool,,11.1,7.1,7.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.2
2020-06-08,ACHFARY,58.311,-4.916,Dry,Cool,,10.3,5.2,4.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.1
2020-06-09,ACHFARY,58.311,-4.916,Dry,Cool,,14.8,7.3,6.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-10,ACHFARY,58.311,-4.916,Heavy Rain,Cool,,11.6,8.5,8.1,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,10.9
2020-06-11,ACHFARY,58.311,-4.916,Dry,Cool,,13.3,8.6,6.4,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.4
2020-06-12,ACHFARY,58.311,-4.916,Dry,Cool,,14.2,6.9,5.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-13,ACHFARY,58.311,-4.916,Dry,Mild,,20.4,11.6,10.5,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-14,ACHFARY,58.311,-4.916,Dry,Mild,,19.6,13.2,12.4,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-15,ACHFARY,58.311,-4.916,Dry,Mild,,21.7,13.5,12.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.1
2020-06-16,ACHFARY,58.311,-4.916,Dry,Mild,,21.2,14.5,13.6,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-17,ACHFARY,58.311,-4.916,Drizzle,Mild,,16.2,11.8,11.8,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,1.3
2020-06-18,ACHFARY,58.311,-4.916,Dry,Mild,,18.1,11.8,10.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-19,ACHFARY,58.311,-4.916,Dry,Mild,,22.8,11.6,10.9,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,0.0
2020-06-20,ACHFARY,58.311,-4.916,Drizzle,Mild,,21.9,10.8,9.0,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,1.9
2020-06-21,ACHFARY,58.311,-4.916,Mild Rain,Mild,,18.9,12.1,11.3,,,,,,0.0,,9.0,9.0,9.0,9.0,,,,3.3
