date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1901-01-01,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Hot,Partially Overcast
1901-01-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-06,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-08,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Freezing,Partially Overcast
1901-01-09,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Freezing,Partially Overcast
1901-01-10,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Hot,Partially Overcast
1901-01-11,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-12,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Hot,Partially Overcast
1901-01-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-17,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-18,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-19,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Hot,Partially Overcast
1901-01-20,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Hot,Partially Overcast
1901-01-21,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-23,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-24,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-25,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Hot,Partially Overcast
1901-01-26,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Hot,Partially Overcast
1901-01-27,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Hot,Partially Overcast
1901-01-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Hot,Partially Overcast
1901-01-29,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Hot,Partially Overcast
1901-01-30,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Hot,Partially Overcast
1901-01-31,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Hot,Partially Overcast
1901-02-01,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Partially Overcast
1901-02-02,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Partially Overcast
1901-02-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1901-02-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1901-02-05,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Sunny
1901-02-06,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Sunny
1901-02-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1901-02-08,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1901-02-09,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny
1901-02-10,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1901-02-11,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny
1901-02-12,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny
1901-02-13,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Freezing,Sunny
1901-02-14,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Freezing,Sunny
1901-02-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1901-02-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny
1901-02-17,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Sunny
1901-02-18,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Partially Overcast
1901-02-19,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Partially Overcast
1901-02-20,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Partially Overcast
1901-02-21,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1901-02-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny
1901-02-23,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast
1901-02-24,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast
1901-02-25,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cool,Partially Overcast
1901-02-26,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast
1901-02-27,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast
1901-02-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
