month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1911-01-31,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-02-28,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1911-03-31,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1911-04-30,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1911-05-31,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny
1911-06-30,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny
1911-07-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny
1911-08-31,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1911-09-30,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1911-10-31,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1911-11-30,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1911-12-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1911-01-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast
1911-02-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny
1911-03-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1911-04-30,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1911-05-31,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny
1911-06-30,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Mild,Sunny
1911-07-31,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny
1911-08-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny
1911-09-30,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny
1911-10-31,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast
1911-11-30,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast
1911-12-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast
1911-01-31,DURHAM,54.768,-1.586,Drizzle,Cool,Partially Overcast
1911-02-28,DURHAM,54.768,-1.586,Dry,Cool,Partially Overcast
1911-03-31,DURHAM,54.768,-1.586,Drizzle,Cool,Partially Overcast
1911-04-30,DURHAM,54.768,-1.586,Dry,Cool,Sunny
1911-05-31,DURHAM,54.768,-1.586,Dry,Mild,Sunny
1911-06-30,DURHAM,54.768,-1.586,Mild Rain,Mild,Sunny
1911-07-31,DURHAM,54.768,-1.586,Dry,Mild,Sunny
1911-08-31,DURHAM,54.768,-1.586,Drizzle,Mild,Sunny
1911-09-30,DURHAM,54.768,-1.586,Drizzle,Mild,Sunny
1911-10-31,DURHAM,54.768,-1.586,Drizzle,Cool,Partially Overcast
1911-11-30,DURHAM,54.768,-1.586,Mild Rain,Cool,Partially Overcast
