month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1901-01-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Hot,Partially Overcast
1901-02-28,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Partially Overcast
1901-03-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1901-04-30,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny
1901-05-31,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny
1901-06-30,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny
1901-07-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny
1901-08-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny
1901-09-30,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny
1901-10-31,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1901-11-30,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast
1901-12-31,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Partially Overcast
1901-01-31,DURHAM,54.768,-1.586,Dry,Cool,Partially Overcast
1901-02-28,DURHAM,54.768,-1.586,Drizzle,Cold,Partially Overcast
1901-03-31,DURHAM,54.768,-1.586,Drizzle,Cool,Sunny
1901-04-30,DURHAM,54.768,-1.586,Dry,Cool,Sunny
1901-05-31,DURHAM,54.768,-1.586,Drizzle,Cool,Sunny
1901-06-30,DURHAM,54.768,-1.586,Drizzle,Mild,Sunny
1901-07-31,DURHAM,54.768,-1.586,Drizzle,Mild,Sunny
1901-08-31,DURHAM,54.768,-1.586,Drizzle,Mild,Sunny
1901-09-30,DURHAM,54.768,-1.586,Drizzle,Mild,Sunny
1901-10-31,DURHAM,54.768,-1.586,Drizzle,Cool,Sunny
1901-11-30,DURHAM,54.768,-1.586,Mild Rain,Cool,Partially Overcast
1901-12-31,DURHAM,54.768,-1.586,Drizzle,Cool,Partially Overcast
1901-01-31,LOWESTOFT,52.49,1.744,Drizzle,Cool,Partially Overcast
1901-02-28,LOWESTOFT,52.49,1.744,Drizzle,Cold,Partially Overcast
1901-03-31,LOWESTOFT,52.49,1.744,Drizzle,Cool,Partially Overcast
1901-04-30,LOWESTOFT,52.49,1.744,Drizzle,Cool,Sunny
1901-05-31,LOWESTOFT,52.49,1.744,Drizzle,Cool,Sunny
1901-06-30,LOWESTOFT,52.49,1.744,Dry,Mild,Sunny
1901-07-31,LOWESTOFT,52.49,1.744,Drizzle,Mild,Sunny
1901-08-31,LOWESTOFT,52.49,1.744,Dry,Mild,Sunny
1901-09-30,LOWESTOFT,52.49,1.744,Dry,Mild,Sunny
1901-10-31,LOWESTOFT,52.49,1.744,Drizzle,Cool,Sunny
1901-11-30,LOWESTOFT,52.49,1.744,Drizzle,Cool,Partially Overcast
1901-12-31,LOWESTOFT,52.49,1.744,Mild Rain,Cool,Partially Overcast
1901-01-31,SHEFFIELD,53.381,-1.491,Drizzle,Cool,Partially Overcast
1901-02-28,SHEFFIELD,53.381,-1.491,Dry,Cold,Partially Overcast
1901-03-31,SHEFFIELD,53.381,-1.491,Drizzle,Cool,Partially Overcast
1901-04-30,SHEFFIELD,53.381,-1.491,Drizzle,Cool,Sunny
1901-05-31,SHEFFIELD,53.381,-1.491,Dry,Mild,Sunny
1901-06-30,SHEFFIELD,53.381,-1.491,Dry,Mild,Sunny
1901-07-31,SHEFFIELD,53.381,-1.491,Mild Rain,Mild,Sunny
1901-08-31,SHEFFIELD,53.381,-1.491,Dry,Mild,Sunny
1901-09-30,SHEFFIELD,53.381,-1.491,Dry,Mild,Partially Overcast
1901-10-31,SHEFFIELD,53.381,-1.491,Drizzle,Cool,Partially Overcast
1901-11-30,SHEFFIELD,53.381,-1.491,Mild Rain,Cool,Partially Overcast
1901-12-31,SHEFFIELD,53.381,-1.491,Mild Rain,Cool,Partially Overcast
1901-01-31,CHELTENHAM,51.895,-2.08,Drizzle,Cool,Partially Overcast
1901-02-28,CHELTENHAM,51.895,-2.08,Drizzle,Cool,Partially Overcast
1901-03-31,CHELTENHAM,51.895,-2.08,Drizzle,Cool,Sunny
1901-04-30,CHELTENHAM,51.895,-2.08,Mild Rain,Cool,Sunny
1901-05-31,CHELTENHAM,51.895,-2.08,Drizzle,Mild,Sunny
1901-06-30,CHELTENHAM,51.895,-2.08,Drizzle,Mild,Sunny
1901-07-31,CHELTENHAM,51.895,-2.08,Drizzle,Mild,Sunny
1901-08-31,CHELTENHAM,51.895,-2.08,Drizzle,Mild,Sunny
1901-09-30,CHELTENHAM,51.895,-2.08,Drizzle,Mild,Sunny
1901-10-31,CHELTENHAM,51.895,-2.08,Drizzle,Cool,Partially Overcast
1901-11-30,CHELTENHAM,51.895,-2.08,Drizzle,Cool,Partially Overcast
1901-12-31,CHELTENHAM,51.895,-2.08,Mild Rain,Cool,Partially Overcast
1901-01-31,MARGATE,51.392,1.402,Dry,Cool,Partially Overcast
1901-02-28,MARGATE,51.392,1.402,Dry,Cold,Partially Overcast
1901-03-31,MARGATE,51.392,1.402,Drizzle,Cool,Partially Overcast
1901-04-30,MARGATE,51.392,1.402,Dry,Cool,Sunny
1901-05-31,MARGATE,51.392,1.402,Dry,Cool,Sunny
1901-06-30,MARGATE,51.392,1.402,Dry,Mild,Sunny
1901-07-31,MARGATE,51.392,1.402,Dry,Mild,Sunny
1901-08-31,MARGATE,51.392,1.402,Drizzle,Mild,Sunny
1901-09-30,MARGATE,51.392,1.402,Dry,Mild,Sunny
1901-10-31,MARGATE,51.392,1.402,Drizzle,Cool,Sunny
1901-11-30,MARGATE,51.392,1.402,Dry,Cool,Partially Overcast
1901-12-31,MARGATE,51.392,1.402,Mild Rain,Cool,Partially Overcast
