date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
1906-01-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,5.0,,0.0,,,,,,,,,,,,,0.0,
1906-01-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,10.0,6.9,,,0.0,,,,,,,,,,,,,0.0,
1906-01-29,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast,,,5.0,,1.6,,,,,,,,,,,,,5.8,
1906-01-29,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,9.3,2.5,,,1.6,,,,,,,,,,,,,5.8,
1906-01-30,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-1.1,,5.0,,,,,,,,,,,,,0.0,
1906-01-30,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,7.4,1.3,,,5.0,,,,,,,,,,,,,0.0,
1906-01-31,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-1.7,,0.4,,,,,,,,,,,,,0.0,
1906-01-31,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,7.1,0.3,,,0.4,,,,,,,,,,,,,0.0,
1906-02-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-0.6,,6.0,,,,,,,,,,,,,0.0,
1906-02-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,7.7,2.3,,,6.0,,,,,,,,,,,,,0.0,
1906-02-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,0.0,,5.6,,,,,,,,,,,,,0.0,
1906-02-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.0,0.2,,,5.6,,,,,,,,,,,,,0.0,
1906-02-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-4.4,,6.0,,,,,,,,,,,,,0.1,
1906-02-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,3.6,-1.8,,,6.0,,,,,,,,,,,,,0.1,
1906-02-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-2.2,,4.6,,,,,,,,,,,,,0.0,
1906-02-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,2.9,-0.6,,,4.6,,,,,,,,,,,,,0.0,
1906-02-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-5.2,,4.5,,,,,,,,,,,,,0.0,
1906-02-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,4.7,-3.1,,,4.5,,,,,,,,,,,,,0.0,
1906-02-06,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-2.2,,1.2,,,,,,,,,,,,,0.0,
1906-02-06,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,6.4,-0.8,,,1.2,,,,,,,,,,,,,0.0,
1906-02-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-3.4,,3.5,,,,,,,,,,,,,0.0,
1906-02-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.6,-1.4,,,3.5,,,,,,,,,,,,,0.0,
1906-02-08,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,0.6,,5.5,,,,,,,,,,,,,0.0,
1906-02-08,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,7.2,-2.6,,,5.5,,,,,,,,,,,,,0.0,
1906-02-09,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-5.7,,7.4,,,,,,,,,,,,,1.5,
1906-02-09,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Freezing,Sunny,2.3,-5.0,,,7.4,,,,,,,,,,,,,1.5,
1906-02-10,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Partially Overcast,,,-7.4,,0.4,,,,,,,,,,,,,1.5,
1906-02-10,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,6.1,-4.4,,,0.4,,,,,,,,,,,,,1.5,
1906-02-11,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast,,,-1.8,,1.1,,,,,,,,,,,,,5.8,
1906-02-11,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Partially Overcast,4.4,-2.1,,,1.1,,,,,,,,,,,,,5.8,
1906-02-12,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-3.9,,2.5,,,,,,,,,,,,,0.4,
1906-02-12,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,4.4,-2.0,,,2.5,,,,,,,,,,,,,0.4,
1906-02-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-6.1,,0.0,,,,,,,,,,,,,0.0,
1906-02-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,1.1,-3.6,,,0.0,,,,,,,,,,,,,0.0,
1906-02-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-5.6,,6.8,,,,,,,,,,,,,0.5,
1906-02-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,4.4,-3.2,,,6.8,,,,,,,,,,,,,0.5,
1906-02-15,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-5.8,,3.8,,,,,,,,,,,,,1.0,
1906-02-15,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Sunny,4.1,-2.9,,,3.8,,,,,,,,,,,,,1.0,
1906-02-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-3.7,,0.2,,,,,,,,,,,,,0.9,
1906-02-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,5.6,0.6,,,0.2,,,,,,,,,,,,,0.9,
1906-02-17,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-4.4,,5.8,,,,,,,,,,,,,1.0,
1906-02-17,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,5.6,-2.8,,,5.8,,,,,,,,,,,,,1.0,
1906-02-18,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-6.4,,6.4,,,,,,,,,,,,,0.3,
1906-02-18,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,5.6,-2.8,,,6.4,,,,,,,,,,,,,0.3,
1906-02-19,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-1.3,,0.2,,,,,,,,,,,,,0.3,
1906-02-19,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,5.7,0.4,,,0.2,,,,,,,,,,,,,0.3,
1906-02-20,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-2.2,,8.7,,,,,,,,,,,,,2.3,
1906-02-20,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,5.6,-1.4,,,8.7,,,,,,,,,,,,,2.3,
1906-02-21,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-4.1,,6.4,,,,,,,,,,,,,0.0,
1906-02-21,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.1,-2.2,,,6.4,,,,,,,,,,,,,0.0,
1906-02-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-5.8,,5.5,,,,,,,,,,,,,0.0,
1906-02-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,5.6,-1.6,,,5.5,,,,,,,,,,,,,0.0,
1906-02-23,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-4.4,,4.7,,,,,,,,,,,,,1.8,
1906-02-23,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Sunny,3.9,-2.4,,,4.7,,,,,,,,,,,,,1.8,
1906-02-24,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-6.1,,6.8,,,,,,,,,,,,,1.0,
1906-02-24,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Freezing,Sunny,4.4,-5.1,,,6.8,,,,,,,,,,,,,1.0,
1906-02-25,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-2.8,,7.0,,,,,,,,,,,,,1.0,
1906-02-25,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Sunny,4.8,-1.1,,,7.0,,,,,,,,,,,,,1.0,
1906-02-26,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-1.3,,5.6,,,,,,,,,,,,,0.8,
1906-02-26,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.1,0.0,,,5.6,,,,,,,,,,,,,0.8,
1906-02-27,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast,,,-2.9,,1.1,,,,,,,,,,,,,5.1,
1906-02-27,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,5.2,-1.0,,,1.1,,,,,,,,,,,,,5.1,
1906-02-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-5.0,,1.0,,,,,,,,,,,,,0.5,
1906-02-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,5.6,-3.3,,,1.0,,,,,,,,,,,,,0.5,
1906-03-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-2.4,,0.0,,,,,,,,,,,,,0.0,
1906-03-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,4.9,0.0,,,0.0,,,,,,,,,,,,,0.0,
1906-03-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-4.4,,7.4,,,,,,,,,,,,,0.0,
1906-03-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,4.4,-2.8,,,7.4,,,,,,,,,,,,,0.0,
1906-03-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-5.6,,6.5,,,,,,,,,,,,,0.0,
1906-03-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,8.9,-3.4,,,6.5,,,,,,,,,,,,,0.0,
1906-03-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,2.1,,0.4,,,,,,,,,,,,,0.0,
1906-03-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,9.9,2.8,,,0.4,,,,,,,,,,,,,0.0,
1906-03-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-3.6,,3.7,,,,,,,,,,,,,0.0,
1906-03-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,9.4,-0.8,,,3.7,,,,,,,,,,,,,0.0,
1906-03-06,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,0.6,,5.3,,,,,,,,,,,,,1.0,
1906-03-06,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,12.2,4.9,,,5.3,,,,,,,,,,,,,1.0,
1906-03-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,5.0,,2.0,,,,,,,,,,,,,0.0,
1906-03-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,10.3,5.6,,,2.0,,,,,,,,,,,,,0.0,
1906-03-08,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,2.8,,7.3,,,,,,,,,,,,,1.3,
1906-03-08,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,8.9,0.6,,,7.3,,,,,,,,,,,,,1.3,
1906-03-09,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-1.1,,9.2,,,,,,,,,,,,,1.0,
1906-03-09,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,6.7,-2.1,,,9.2,,,,,,,,,,,,,1.0,
1906-03-10,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-5.6,,4.7,,,,,,,,,,,,,0.0,
1906-03-10,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.9,-3.9,,,4.7,,,,,,,,,,,,,0.0,
1906-03-11,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast,,,-3.7,,0.7,,,,,,,,,,,,,4.6,
1906-03-11,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,10.0,-1.1,,,0.7,,,,,,,,,,,,,4.6,
1906-03-12,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Sunny,,,-2.8,,7.9,,,,,,,,,,,,,3.0,
1906-03-12,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Freezing,Sunny,1.7,-6.4,,,7.9,,,,,,,,,,,,,3.0,
1906-03-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-8.9,,10.6,,,,,,,,,,,,,0.0,
1906-03-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Freezing,Sunny,1.1,-7.8,,,10.6,,,,,,,,,,,,,0.0,
1906-03-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-11.7,,9.2,,,,,,,,,,,,,0.0,
1906-03-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Freezing,Sunny,2.3,-9.3,,,9.2,,,,,,,,,,,,,0.0,
1906-03-15,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-2.8,,3.9,,,,,,,,,,,,,1.8,
1906-03-15,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,12.8,-2.8,,,3.9,,,,,,,,,,,,,1.8,
1906-03-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,0.1,,0.3,,,,,,,,,,,,,0.3,
1906-03-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,11.8,2.2,,,0.3,,,,,,,,,,,,,0.3,
1906-03-17,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,7.2,,2.7,,,,,,,,,,,,,0.8,
1906-03-17,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,11.9,5.0,,,2.7,,,,,,,,,,,,,0.8,
1906-03-18,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,0.6,,4.0,,,,,,,,,,,,,0.0,
1906-03-18,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,8.9,0.6,,,4.0,,,,,,,,,,,,,0.0,
1906-03-19,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast,,,-1.1,,2.9,,,,,,,,,,,,,4.8,
1906-03-19,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Partially Overcast,4.9,-0.6,,,2.9,,,,,,,,,,,,,4.8,
1906-03-20,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-3.3,,3.6,,,,,,,,,,,,,0.0,
1906-03-20,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,7.5,-1.4,,,3.6,,,,,,,,,,,,,0.0,
1906-03-21,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Sunny,,,0.0,,9.1,,,,,,,,,,,,,2.8,
1906-03-21,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,6.1,1.1,,,9.1,,,,,,,,,,,,,2.8,
1906-03-22,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny,,,-3.3,,4.0,,,,,,,,,,,,,1.0,
1906-03-22,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,6.1,-1.1,,,4.0,,,,,,,,,,,,,1.0,
1906-03-23,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Partially Overcast,,,-0.6,,2.0,,,,,,,,,,,,,1.0,
1906-03-23,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,5.6,0.0,,,2.0,,,,,,,,,,,,,1.0,
1906-03-24,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast,,,0.0,,3.0,,,,,,,,,,,,,3.6,
1906-03-24,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Partially Overcast,3.3,-0.9,,,3.0,,,,,,,,,,,,,3.6,
1906-03-25,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Sunny,,,-2.2,,8.1,,,,,,,,,,,,,3.6,
1906-03-25,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Sunny,4.7,-1.4,,,8.1,,,,,,,,,,,,,3.6,
1906-03-26,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Partially Overcast,,,-3.7,,1.0,,,,,,,,,,,,,1.8,
1906-03-26,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Partially Overcast,3.6,-2.2,,,1.0,,,,,,,,,,,,,1.8,
1906-03-27,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-0.6,,0.5,,,,,,,,,,,,,0.3,
1906-03-27,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,4.4,0.1,,,0.5,,,,,,,,,,,,,0.3,
1906-03-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-3.7,,6.7,,,,,,,,,,,,,0.0,
1906-03-28,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,9.2,-2.1,,,6.7,,,,,,,,,,,,,0.0,
1906-03-29,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny,,,-2.6,,8.0,,,,,,,,,,,,,0.0,
1906-03-29,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.4,-1.1,,,8.0,,,,,,,,,,,,,0.0,
1906-03-30,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast,,,-4.6,,0.7,,,,,,,,,,,,,0.0,
1906-03-30,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,10.0,0.9,,,0.7,,,,,,,,,,,,,0.0,
