date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1911-01-01,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1911-01-02,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1911-01-03,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-04,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1911-01-05,GORDON CASTLE,57.621,-3.09,Drizzle,Cold,Sunny
1911-01-06,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1911-01-07,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1911-01-08,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-09,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1911-01-10,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1911-01-11,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1911-01-12,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1911-01-13,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast
1911-01-14,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1911-01-15,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-16,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-17,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-18,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-19,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-20,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-21,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-22,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-23,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-24,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-25,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1911-01-26,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1911-01-27,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1911-01-28,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1911-01-29,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1911-01-30,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-01-31,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1911-02-01,GORDON CASTLE,57.621,-3.09,Dry,Freezing,Sunny
1911-02-02,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast
1911-02-03,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-02-04,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-02-05,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-02-06,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-02-07,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1911-02-08,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1911-02-09,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1911-02-10,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-02-11,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny
1911-02-12,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-02-13,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1911-02-14,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast
1911-02-15,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
