station_latitude,station_longitude,weather_classifier,temp_category,station_name,date
60.759,-0.888,Heavy Rain,Cold,BALTASOUND,1923-01-01
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-02
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-03
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-04
60.759,-0.888,Dry,Cool,BALTASOUND,1923-01-05
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-06
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-07
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-08
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-09
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-01-10
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-11
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-01-12
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-13
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-14
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1923-01-15
60.759,-0.888,Dry,Cold,BALTASOUND,1923-01-16
60.759,-0.888,Dry,Cool,BALTASOUND,1923-01-17
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-18
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-19
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-20
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-21
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-22
60.759,-0.888,Drizzle,Cold,BALTASOUND,1923-01-23
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-24
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-01-25
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-01-26
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-27
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-01-28
60.759,-0.888,Drizzle,Cold,BALTASOUND,1923-01-29
60.759,-0.888,Drizzle,Cold,BALTASOUND,1923-01-30
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-01-31
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-02-01
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-02-02
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-02-03
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-02-04
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-02-05
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-02-06
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-02-07
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-02-08
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-02-09
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-02-10
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-02-11
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1923-02-12
60.759,-0.888,Drizzle,Cold,BALTASOUND,1923-02-13
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1923-02-14
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-15
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-16
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-17
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-18
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-19
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-20
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-21
60.759,-0.888,Drizzle,Cold,BALTASOUND,1923-02-22
60.759,-0.888,Drizzle,Cold,BALTASOUND,1923-02-23
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-24
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-25
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-26
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1923-02-27
60.759,-0.888,Dry,Cold,BALTASOUND,1923-02-28
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1923-03-01
60.759,-0.888,Drizzle,Cold,BALTASOUND,1923-03-02
60.759,-0.888,Drizzle,Cold,BALTASOUND,1923-03-03
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-04
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-03-05
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-03-06
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-03-07
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-03-08
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-09
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-03-10
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-03-11
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-12
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-03-13
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-14
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-15
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-16
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-17
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-18
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-19
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-20
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-21
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-22
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-23
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-24
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-03-25
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-26
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-27
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-28
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-29
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-30
60.759,-0.888,Dry,Cool,BALTASOUND,1923-03-31
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-01
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-02
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-04-03
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-04
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-05
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-06
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-07
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-08
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-09
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-10
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-11
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-12
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-04-13
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-04-14
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-15
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-16
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-17
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-18
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-19
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-04-20
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-21
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-04-22
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-04-23
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-04-24
60.759,-0.888,Dry,Cool,BALTASOUND,1923-04-25
60.759,-0.888,Heavy Rain,Cold,BALTASOUND,1923-04-26
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-04-27
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-04-28
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-04-29
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-04-30
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-01
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-02
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-03
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-05-04
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-05
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-06
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-05-07
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-05-08
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-09
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-05-10
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-11
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-12
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-13
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-14
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-15
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-16
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-17
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-18
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-05-19
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-05-20
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-05-21
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-05-22
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-05-23
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-24
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-05-25
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-05-26
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-27
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-28
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-29
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-30
60.759,-0.888,Dry,Cool,BALTASOUND,1923-05-31
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-01
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-06-02
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-06-03
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-04
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-05
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-06-06
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-06-07
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-06-08
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-06-09
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-06-10
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-06-11
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-12
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-06-13
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-14
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-06-15
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-16
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-17
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-18
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-06-19
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-20
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-21
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-06-22
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-06-23
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-24
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-25
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-26
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-27
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-28
60.759,-0.888,Dry,Cool,BALTASOUND,1923-06-29
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-06-30
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-01
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-02
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-07-03
60.759,-0.888,Dry,Mild,BALTASOUND,1923-07-04
60.759,-0.888,Dry,Mild,BALTASOUND,1923-07-05
60.759,-0.888,Dry,Mild,BALTASOUND,1923-07-06
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-07-07
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-08
60.759,-0.888,Heavy Rain,Mild,BALTASOUND,1923-07-09
60.759,-0.888,Dry,Mild,BALTASOUND,1923-07-10
60.759,-0.888,Mild Rain,Mild,BALTASOUND,1923-07-11
60.759,-0.888,Dry,Mild,BALTASOUND,1923-07-12
60.759,-0.888,Dry,Mild,BALTASOUND,1923-07-13
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-14
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-15
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-07-16
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-17
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-07-18
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-19
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-20
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-07-21
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-07-22
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-23
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-24
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-07-25
60.759,-0.888,Mild Rain,Mild,BALTASOUND,1923-07-26
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-07-27
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-28
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-29
60.759,-0.888,Dry,Cool,BALTASOUND,1923-07-30
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-07-31
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-08-01
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-02
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-08-03
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-08-04
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-05
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-06
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-08-07
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-08
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1923-08-09
60.759,-0.888,Drizzle,Mild,BALTASOUND,1923-08-10
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-11
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-12
60.759,-0.888,Dry,Mild,BALTASOUND,1923-08-13
60.759,-0.888,Drizzle,Mild,BALTASOUND,1923-08-14
60.759,-0.888,Dry,Mild,BALTASOUND,1923-08-15
60.759,-0.888,Mild Rain,Mild,BALTASOUND,1923-08-16
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-17
60.759,-0.888,Drizzle,Cool,BALTASOUND,1923-08-18
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-19
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-20
60.759,-0.888,Dry,Cool,BALTASOUND,1923-08-21
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1923-08-22
