station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
FAIR ISLE,59.526,-1.63,Hail,Cold,Partially Overcast,4.577419354838709,1.4774193548387096,-0.8548387096774194,,0.635483870967742,,,0.3548387096774194,0.5161290322580645,0.12903225806451613,3.096774193548387,2.7419354838709675,0.03225806451612903,0.41935483870967744,,,,,
FAIR ISLE,59.526,-1.63,Hail,Cool,Partially Overcast,5.724137931034483,3.6724137931034484,1.996551724137931,,1.103448275862069,,,0.034482758620689655,0.034482758620689655,0.034482758620689655,1.2413793103448276,1.4137931034482758,0.10344827586206896,0.27586206896551724,,,,,
FAIR ISLE,59.526,-1.63,Hail,Cold,Partially Overcast,4.891935483870968,2.693548387096774,0.6677419354838711,,2.541935483870968,,,0.06451612903225806,0.45161290322580644,0.06666666666666667,1.8709677419354838,1.7741935483870968,0.03225806451612903,0.06451612903225806,,,,,
FAIR ISLE,59.526,-1.63,Hail,Cool,Sunny,6.863333333333333,4.403333333333333,2.1233333333333335,,5.383333333333334,,2.0,0.0,0.0,0.0,0.3,1.3666666666666667,0.0,0.0,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,8.920967741935485,6.104838709677419,2.890322580645161,,5.641935483870968,,,0.0,0.0,0.0,0.1935483870967742,0.25806451612903225,0.0,0.0,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,10.978333333333333,8.446666666666667,6.676666666666667,,4.680000000000001,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Partially Overcast,12.51774193548387,10.185483870967742,8.829032258064515,,2.796774193548387,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,13.91451612903226,11.138709677419355,7.893548387096774,,6.290322580645161,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,11.576666666666666,9.29,6.54,,3.256666666666667,,,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.03333333333333333,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,10.48225806451613,8.011290322580646,4.358064516129032,,3.303225806451613,,,0.0,0.0,0.0,0.0,0.7741935483870968,0.06451612903225806,0.06451612903225806,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Partially Overcast,8.453333333333333,6.4399999999999995,4.24,,0.5666666666666667,,,0.0,0.0,0.0,0.36666666666666664,0.8,0.0,0.1,,,,,
FAIR ISLE,59.526,-1.63,Hail,Cool,Partially Overcast,7.796774193548386,5.641935483870968,2.8741935483870966,,0.2645161290322581,,,0.0,0.0,0.0,0.1935483870967742,1.3548387096774193,0.03225806451612903,0.0967741935483871,,,,,
LERWICK,60.139,-1.185,Hail,Cold,Partially Overcast,3.4387096774193546,-0.00967741935483869,-1.4709677419354839,-0.9032258064516129,0.8516129032258064,,1.75,0.6129032258064516,1.6451612903225807,0.6129032258064516,3.2580645161290325,3.5806451612903225,0.22580645161290322,0.3225806451612903,,,,,
LERWICK,60.139,-1.185,Snowy,Cool,Partially Overcast,5.431034482758621,2.9172413793103447,0.25862068965517243,0.6344827586206896,0.9517241379310345,,1.4,0.06896551724137931,0.13793103448275862,0.13793103448275862,1.2413793103448276,1.206896551724138,0.034482758620689655,0.13793103448275862,,,,2.2714285714285714,
LERWICK,60.139,-1.185,Snowy,Cold,Partially Overcast,4.495161290322581,1.4951612903225806,-1.3290322580645162,-1.2451612903225806,2.429032258064516,,0.6785714285714286,0.0967741935483871,0.25806451612903225,0.12903225806451613,2.6129032258064515,1.967741935483871,0.0,0.03225806451612903,,,,2.4,
LERWICK,60.139,-1.185,Hail,Cool,Sunny,7.278333333333333,3.6,1.07,1.88,4.58,,0.8,0.0,0.0,0.0,0.7,1.2666666666666666,0.0,0.03333333333333333,,,,,
LERWICK,60.139,-1.185,,Cool,Sunny,9.285483870967743,5.625806451612903,2.7580645161290325,3.670967741935484,4.34516129032258,,0.12903225806451613,0.0,0.0,0.0,0.3225806451612903,0.3870967741935484,0.0,0.0,,,,,
LERWICK,60.139,-1.185,,Cool,Sunny,11.58,8.426666666666668,6.5600000000000005,7.25,4.116666666666666,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
LERWICK,60.139,-1.185,,Cool,Partially Overcast,13.058064516129033,10.229032258064517,8.474193548387097,9.2,2.3419354838709676,,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
LERWICK,60.139,-1.185,,Cool,Sunny,14.370967741935484,10.59032258064516,7.429032258064517,8.53225806451613,5.783870967741936,,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,,,,,
LERWICK,60.139,-1.185,,Cool,Partially Overcast,11.586666666666668,8.656666666666666,6.4399999999999995,7.096666666666667,2.296666666666667,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,,,,,
