station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
FAIR ISLE,59.526,-1.63,Hail,Cool,,5.367741935483871,2.208064516129032,0.12580645161290324,,,,,0.25806451612903225,1.064516129032258,,2.3870967741935485,2.2580645161290325,0.06451612903225806,0.6129032258064516,,,,,
FAIR ISLE,59.526,-1.63,,Cool,,5.951724137931034,4.067241379310345,1.475862068965517,,,,,0.034482758620689655,0.034482758620689655,,0.41379310344827586,0.7586206896551724,0.0,0.41379310344827586,,,,,
FAIR ISLE,59.526,-1.63,Hail,Cool,,5.080645161290323,3.0048387096774194,0.9806451612903225,,,,,0.0,0.0,,1.935483870967742,1.0,0.0,0.6451612903225806,,,,,
FAIR ISLE,59.526,-1.63,Hail,Cool,,7.318333333333333,4.706666666666666,2.4733333333333336,,,,,0.0,0.0,,0.7333333333333333,1.0,0.0,0.26666666666666666,,,,,
FAIR ISLE,59.526,-1.63,,Cool,,9.341935483870968,6.920967741935484,4.774193548387097,,,,,0.0,0.0,,0.16129032258064516,0.2903225806451613,0.0,0.03225806451612903,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,11.961666666666668,9.383333333333333,6.693333333333333,,4.733333333333333,,,0.0,0.0,,0.0,0.0,0.03333333333333333,0.03333333333333333,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,13.859677419354838,11.30967741935484,9.716129032258063,,5.425806451612903,,,0.0,0.0,,0.0,0.0,0.0,0.06451612903225806,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,13.979032258064517,11.274193548387096,8.151612903225807,,5.67741935483871,,,0.0,0.0,,0.0,0.0,0.0,0.03225806451612903,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Sunny,11.221666666666666,9.088333333333333,6.673333333333333,,3.9799999999999995,,,0.0,0.0,,0.0,0.0,0.0,0.2,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Partially Overcast,10.75,8.770967741935483,6.174193548387097,,2.161290322580645,,,0.0,0.0,,0.0,0.0,0.0,0.45161290322580644,,,,,
FAIR ISLE,59.526,-1.63,,Cool,Partially Overcast,8.491666666666667,6.2683333333333335,3.0,,2.0766666666666667,,,0.0,0.0,,0.5,0.9666666666666667,0.03333333333333333,0.3333333333333333,,,,,
FAIR ISLE,59.526,-1.63,Hail,Cold,Partially Overcast,4.92741935483871,2.2209677419354836,-1.403225806451613,,0.6483870967741936,,,0.25806451612903225,0.32142857142857145,,1.7096774193548387,2.5161290322580645,0.06451612903225806,0.0967741935483871,,,,,
