month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1916-01-31,FORT AUGUSTUS,57.144,-4.677,Heavy Rain,Cool,Partially Overcast
1916-02-29,FORT AUGUSTUS,57.144,-4.677,Heavy Rain,Cool,Partially Overcast
1916-03-31,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Cool,Partially Overcast
1916-04-30,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Cool,Sunny
1916-05-31,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Cool,Sunny
1916-06-30,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Cool,Partially Overcast
1916-07-31,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Mild,Partially Overcast
1916-08-31,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Mild,Sunny
1916-09-30,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Mild,Partially Overcast
1916-10-31,FORT AUGUSTUS,57.144,-4.677,Heavy Rain,Cool,Partially Overcast
1916-11-30,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Cool,Partially Overcast
1916-12-31,FORT AUGUSTUS,57.144,-4.677,Mild Rain,Cool,Partially Overcast
1916-01-31,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1916-02-29,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1916-03-31,GORDON CASTLE,57.621,-3.09,Drizzle,Cold,Partially Overcast
1916-04-30,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny
1916-05-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny
1916-06-30,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1916-07-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny
1916-08-31,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny
1916-09-30,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny
1916-10-31,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast
1916-11-30,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1916-12-31,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast
1916-01-31,ARBROATH,56.561,-2.573,Drizzle,Cool,Partially Overcast
1916-02-29,ARBROATH,56.561,-2.573,Drizzle,Cool,Sunny
1916-03-31,ARBROATH,56.561,-2.573,Drizzle,Cool,Sunny
1916-04-30,ARBROATH,56.561,-2.573,Drizzle,Cool,Sunny
1916-05-31,ARBROATH,56.561,-2.573,Drizzle,Cool,Sunny
