date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
1911-02-19,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,10.6,-1.7,,,0.2,,,,,,,,,,,,,2.3,
1911-02-20,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast,5.6,-3.6,,,2.4,,,,,,,,,,,,,4.1,
1911-02-21,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast,2.2,-3.1,,,0.1,,,,,,,,,,,,,4.1,
1911-02-22,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny,11.3,1.9,,,4.8,,,,,,,,,,,,,2.5,
1911-02-23,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,12.2,3.3,,,5.9,,,,,,,,,,,,,1.3,
1911-02-24,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny,10.6,0.0,,,5.1,,,,,,,,,,,,,3.8,
1911-02-25,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,6.4,0.3,,,2.5,,,,,,,,,,,,,0.3,
1911-02-26,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Sunny,8.3,0.6,,,4.1,,,,,,,,,,,,,10.7,
1911-02-27,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,6.1,-1.1,,,0.2,,,,,,,,,,,,,1.5,
1911-02-28,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,8.3,1.9,,,8.7,,,,,,,,,,,,,0.0,
1911-03-01,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,11.9,1.0,,,6.1,,,,,,,,,,,,,0.5,
1911-03-02,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,10.0,5.0,,,3.8,,,,,,,,,,,,,0.8,
1911-03-03,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,10.0,5.0,,,3.1,,,,,,,,,,,,,1.5,
1911-03-04,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,10.6,1.9,,,5.5,,,,,,,,,,,,,0.5,
1911-03-05,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,8.3,-0.6,,,4.7,,,,,,,,,,,,,1.5,
1911-03-06,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,8.9,3.3,,,0.0,,,,,,,,,,,,,1.5,
1911-03-07,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,7.2,-1.4,,,9.3,,,,,,,,,,,,,0.0,
1911-03-08,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,9.4,1.9,,,6.1,,,,,,,,,,,,,1.8,
1911-03-09,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,10.0,0.6,,,6.4,,,,,,,,,,,,,0.0,
1911-03-10,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,7.5,1.4,,,7.9,,,,,,,,,,,,,0.0,
1911-03-11,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,10.0,0.0,,,6.1,,,,,,,,,,,,,0.0,
1911-03-12,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,7.0,0.3,,,2.8,,,,,,,,,,,,,1.3,
1911-03-13,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast,4.2,0.0,,,0.5,,,,,,,,,,,,,3.0,
1911-03-14,GORDON CASTLE,57.621,-3.09,Drizzle,Cold,Partially Overcast,4.7,1.1,,,0.2,,,,,,,,,,,,,1.3,
1911-03-15,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Partially Overcast,4.4,-0.8,,,1.9,,,,,,,,,,,,,6.1,
1911-03-16,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,6.7,1.7,,,5.7,,,,,,,,,,,,,1.8,
1911-03-17,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,7.2,0.0,,,5.2,,,,,,,,,,,,,1.3,
1911-03-18,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,6.9,-0.6,,,2.8,,,,,,,,,,,,,1.0,
1911-03-19,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast,4.7,-0.6,,,2.6,,,,,,,,,,,,,0.8,
1911-03-20,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast,4.2,-0.3,,,1.0,,,,,,,,,,,,,0.8,
1911-03-21,GORDON CASTLE,57.621,-3.09,Dry,Cold,Sunny,5.0,0.6,,,10.6,,,,,,,,,,,,,0.0,
1911-03-22,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,7.5,-0.6,,,2.4,,,,,,,,,,,,,0.0,
1911-03-23,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,6.4,-1.9,,,0.0,,,,,,,,,,,,,0.0,
1911-03-24,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast,5.0,-1.1,,,0.4,,,,,,,,,,,,,0.0,
1911-03-25,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,8.3,1.1,,,9.0,,,,,,,,,,,,,0.0,
1911-03-26,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast,7.2,2.8,,,0.5,,,,,,,,,,,,,3.0,
1911-03-27,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,8.1,2.2,,,0.4,,,,,,,,,,,,,0.0,
1911-03-28,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,7.2,0.3,,,0.4,,,,,,,,,,,,,1.0,
1911-03-29,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,8.3,0.0,,,7.4,,,,,,,,,,,,,0.0,
1911-03-30,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,10.6,2.5,,,2.5,,,,,,,,,,,,,0.3,
1911-03-31,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,9.4,2.2,,,2.4,,,,,,,,,,,,,0.5,
1911-04-01,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,8.9,1.1,,,5.0,,,,,,,,,,,,,0.0,
1911-04-02,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,9.4,-0.3,,,0.3,,,,,,,,,,,,,0.0,
1911-04-03,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,8.6,-1.7,,,4.8,,,,,,,,,,,,,0.3,
1911-04-04,GORDON CASTLE,57.621,-3.09,Dry,Cold,Partially Overcast,5.0,0.6,,,0.4,,,,,,,,,,,,,0.0,
1911-04-05,GORDON CASTLE,57.621,-3.09,Mild Rain,Cold,Sunny,4.4,-2.2,,,11.2,,,,,,,,,,,,,3.6,
1911-04-06,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,5.8,-3.3,,,4.6,,,,,,,,,,,,,0.5,
1911-04-07,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,8.6,3.6,,,0.0,,,,,,,,,,,,,0.3,
1911-04-08,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,7.2,3.6,,,0.0,,,,,,,,,,,,,0.0,
1911-04-09,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,9.4,3.6,,,1.1,,,,,,,,,,,,,0.0,
1911-04-10,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,10.6,2.2,,,3.0,,,,,,,,,,,,,0.0,
1911-04-11,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,6.1,1.7,,,8.3,,,,,,,,,,,,,0.0,
1911-04-12,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,12.8,4.2,,,0.1,,,,,,,,,,,,,0.8,
1911-04-13,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,9.2,3.3,,,3.3,,,,,,,,,,,,,2.3,
1911-04-14,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,13.1,3.9,,,8.9,,,,,,,,,,,,,0.3,
1911-04-15,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,13.1,3.6,,,2.8,,,,,,,,,,,,,0.8,
1911-04-16,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny,12.8,1.7,,,5.4,,,,,,,,,,,,,2.8,
1911-04-17,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast,8.3,-1.1,,,0.1,,,,,,,,,,,,,2.5,
1911-04-18,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast,6.7,3.3,,,0.0,,,,,,,,,,,,,5.3,
1911-04-19,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,12.2,3.6,,,11.8,,,,,,,,,,,,,0.3,
1911-04-20,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,11.7,3.1,,,6.2,,,,,,,,,,,,,0.0,
1911-04-21,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,12.8,3.1,,,1.7,,,,,,,,,,,,,1.5,
1911-04-22,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,16.7,10.3,,,6.6,,,,,,,,,,,,,0.0,
1911-04-23,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,17.8,7.8,,,3.1,,,,,,,,,,,,,0.5,
1911-04-24,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Partially Overcast,15.6,7.5,,,0.2,,,,,,,,,,,,,4.8,
1911-04-25,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Sunny,12.2,7.2,,,5.2,,,,,,,,,,,,,5.6,
1911-04-26,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny,17.2,5.0,,,6.0,,,,,,,,,,,,,2.5,
1911-04-27,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,11.7,2.5,,,12.1,,,,,,,,,,,,,0.3,
1911-04-28,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,12.8,1.1,,,6.3,,,,,,,,,,,,,0.0,
1911-04-29,GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast,11.7,5.0,,,1.1,,,,,,,,,,,,,6.1,
1911-04-30,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,10.0,3.3,,,4.1,,,,,,,,,,,,,0.5,
1911-05-01,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,10.0,1.1,,,5.4,,,,,,,,,,,,,0.0,
1911-05-02,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,13.6,4.7,,,1.8,,,,,,,,,,,,,2.3,
1911-05-03,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny,15.6,2.8,,,3.2,,,,,,,,,,,,,3.6,
1911-05-04,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,10.6,3.5,,,9.7,,,,,,,,,,,,,0.8,
1911-05-05,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,13.3,2.2,,,10.0,,,,,,,,,,,,,0.3,
1911-05-06,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,12.8,1.7,,,7.4,,,,,,,,,,,,,0.0,
1911-05-07,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Partially Overcast,17.8,7.8,,,1.0,,,,,,,,,,,,,1.8,
1911-05-08,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,14.4,5.0,,,10.4,,,,,,,,,,,,,0.0,
1911-05-09,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,15.8,2.8,,,3.3,,,,,,,,,,,,,0.0,
1911-05-10,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,16.7,4.4,,,14.2,,,,,,,,,,,,,0.0,
1911-05-11,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,15.0,4.2,,,10.5,,,,,,,,,,,,,0.0,
1911-05-12,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,20.6,3.9,,,8.6,,,,,,,,,,,,,0.3,
1911-05-13,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Partially Overcast,16.9,6.7,,,0.0,,,,,,,,,,,,,5.3,
1911-05-14,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Partially Overcast,11.1,6.9,,,0.8,,,,,,,,,,,,,17.8,
1911-05-15,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Partially Overcast,14.4,8.3,,,0.0,,,,,,,,,,,,,10.4,
1911-05-16,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Sunny,11.7,5.3,,,7.8,,,,,,,,,,,,,16.3,
1911-05-17,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,15.6,6.1,,,5.7,,,,,,,,,,,,,0.3,
1911-05-18,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,15.3,1.9,,,6.5,,,,,,,,,,,,,0.0,
1911-05-19,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,13.9,6.7,,,0.4,,,,,,,,,,,,,0.0,
1911-05-20,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,11.7,5.3,,,8.0,,,,,,,,,,,,,0.0,
1911-05-21,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,12.2,1.4,,,11.2,,,,,,,,,,,,,0.0,
1911-05-22,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,18.9,7.8,,,6.3,,,,,,,,,,,,,0.3,
1911-05-23,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,16.1,9.4,,,8.6,,,,,,,,,,,,,0.0,
1911-05-24,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,18.3,6.4,,,3.3,,,,,,,,,,,,,0.0,
1911-05-25,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,18.6,10.0,,,11.2,,,,,,,,,,,,,0.0,
1911-05-26,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,23.1,8.6,,,3.8,,,,,,,,,,,,,0.0,
1911-05-27,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,14.4,8.1,,,5.3,,,,,,,,,,,,,0.0,
1911-05-28,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,17.2,7.2,,,9.1,,,,,,,,,,,,,0.0,
1911-05-29,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,22.8,5.6,,,15.0,,,,,,,,,,,,,0.0,
1911-05-30,GORDON CASTLE,57.621,-3.09,Dry,Hot,Sunny,25.6,8.6,,,15.8,,,,,,,,,,,,,0.0,
1911-05-31,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,24.7,7.2,,,9.1,,,,,,,,,,,,,0.0,
1911-06-01,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,24.4,13.3,,,12.7,,,,,,,,,,,,,0.0,
1911-06-02,GORDON CASTLE,57.621,-3.09,Dry,Hot,Sunny,27.5,11.4,,,15.9,,,,,,,,,,,,,0.0,
1911-06-03,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,24.2,4.7,,,12.1,,,,,,,,,,,,,0.0,
1911-06-04,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,23.9,10.3,,,4.1,,,,,,,,,,,,,0.0,
1911-06-05,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny,22.8,10.6,,,11.1,,,,,,,,,,,,,3.3,
1911-06-06,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,23.1,6.7,,,13.4,,,,,,,,,,,,,0.0,
1911-06-07,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,18.9,6.7,,,3.9,,,,,,,,,,,,,0.0,
1911-06-08,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast,23.3,10.8,,,1.1,,,,,,,,,,,,,0.0,
1911-06-09,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,19.4,7.8,,,12.4,,,,,,,,,,,,,0.0,
1911-06-10,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,13.6,3.3,,,9.4,,,,,,,,,,,,,0.0,
1911-06-11,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,14.7,4.2,,,1.2,,,,,,,,,,,,,0.0,
1911-06-12,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,13.9,4.2,,,6.2,,,,,,,,,,,,,1.0,
1911-06-13,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,13.3,4.4,,,10.0,,,,,,,,,,,,,1.8,
1911-06-14,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,12.8,5.0,,,11.8,,,,,,,,,,,,,0.0,
1911-06-15,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,13.9,5.3,,,11.3,,,,,,,,,,,,,0.0,
1911-06-16,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,15.6,4.2,,,12.7,,,,,,,,,,,,,0.0,
1911-06-17,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast,20.3,8.3,,,0.0,,,,,,,,,,,,,0.5,
1911-06-18,GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,12.8,10.3,,,3.0,,,,,,,,,,,,,0.5,
1911-06-19,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,19.4,11.1,,,6.7,,,,,,,,,,,,,0.0,
1911-06-20,GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny,19.7,7.8,,,5.1,,,,,,,,,,,,,3.8,
1911-06-21,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast,19.4,9.2,,,0.1,,,,,,,,,,,,,0.0,
1911-06-22,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,17.8,11.4,,,6.2,,,,,,,,,,,,,0.0,
1911-06-23,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,20.8,8.3,,,8.8,,,,,,,,,,,,,0.0,
1911-06-24,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast,19.2,6.7,,,0.6,,,,,,,,,,,,,0.3,
1911-06-25,GORDON CASTLE,57.621,-3.09,Heavy Rain,Mild,Partially Overcast,15.6,7.8,,,0.0,,,,,,,,,,,,,27.2,
1911-06-26,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Partially Overcast,12.8,6.7,,,0.0,,,,,,,,,,,,,10.2,
1911-06-27,GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,10.0,6.7,,,4.2,,,,,,,,,,,,,0.5,
1911-06-28,GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny,16.4,10.0,,,4.5,,,,,,,,,,,,,1.5,
1911-06-29,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,15.8,9.4,,,5.0,,,,,,,,,,,,,0.0,
1911-06-30,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,18.3,6.9,,,4.8,,,,,,,,,,,,,0.3,
1911-07-01,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,15.0,6.9,,,5.4,,,,,,,,,,,,,2.0,
1911-07-02,GORDON CASTLE,57.621,-3.09,Heavy Rain,Cool,Sunny,15.0,5.4,,,4.7,,,,,,,,,,,,,8.9,
1911-07-03,GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,14.2,5.3,,,8.0,,,,,,,,,,,,,2.0,
1911-07-04,GORDON CASTLE,57.621,-3.09,Dry,Mild,Partially Overcast,16.1,10.8,,,2.0,,,,,,,,,,,,,0.8,
1911-07-05,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,22.8,14.7,,,15.1,,,,,,,,,,,,,0.5,
1911-07-06,GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,24.4,13.3,,,3.6,,,,,,,,,,,,,0.0,
