date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
2018-01-01,ACHFARY,58.311,-4.916,Mild Rain,Hot,
2018-01-02,ACHFARY,58.311,-4.916,Heavy Rain,Hot,
2018-01-03,ACHFARY,58.311,-4.916,Mild Rain,Hot,
2018-01-04,ACHFARY,58.311,-4.916,Dry,Hot,
2018-01-05,ACHFARY,58.311,-4.916,Dry,Hot,
2018-01-06,ACHFARY,58.311,-4.916,Drizzle,Hot,
2018-01-07,ACHFARY,58.311,-4.916,Dry,Hot,
2018-01-08,ACHFARY,58.311,-4.916,Dry,Hot,
2018-01-09,ACHFARY,58.311,-4.916,Dry,Hot,
2018-01-10,ACHFARY,58.311,-4.916,Dry,Cool,
2018-01-11,ACHFARY,58.311,-4.916,Dry,Cool,
2018-01-12,ACHFARY,58.311,-4.916,Dry,Cold,
2018-01-13,ACHFARY,58.311,-4.916,Dry,Cool,
2018-01-14,ACHFARY,58.311,-4.916,Dry,Cool,
2018-01-15,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2018-01-16,ACHFARY,58.311,-4.916,Mild Rain,Cold,
2018-01-17,ACHFARY,58.311,-4.916,Snowy,Cold,
2018-01-18,ACHFARY,58.311,-4.916,Snowy,Cold,
2018-01-19,ACHFARY,58.311,-4.916,Snowy,Cold,
2018-01-20,ACHFARY,58.311,-4.916,Snowy,Cold,
2018-01-21,ACHFARY,58.311,-4.916,Snowy,Cold,
2018-01-22,ACHFARY,58.311,-4.916,Snowy,Cool,
2018-01-23,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2018-01-24,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2018-01-25,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2018-01-26,ACHFARY,58.311,-4.916,Drizzle,Cold,
2018-01-27,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2018-01-28,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2018-01-29,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2018-01-30,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2018-01-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
