station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
BALTASOUND,60.759,-0.888,Snowy,Cold,Partially Overcast,3.532258064516129,-0.7741935483870968,,,0.6322580645161291,,,,5.451612903225806,1.5161290322580645,,,,,,,,3.7483870967741937,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast,7.103571428571429,2.6571428571428575,,,0.9321428571428572,,,,0.21428571428571427,0.10714285714285714,,,,,,,,1.6035714285714284,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny,8.52258064516129,3.6451612903225805,,,3.596774193548387,,,,0.0,0.0,,,,,,,,1.2225806451612902,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Sunny,9.536666666666667,4.373333333333333,,,3.5766666666666667,,,,0.0,0.0,,,,,,,,2.93,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny,11.180645161290323,5.680645161290323,,,5.180645161290323,,,,0.0,0.0,,,,,,,,1.0935483870967742,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny,13.41,7.703333333333333,,,7.903333333333333,,,,0.0,0.0,,,,,,,,2.4066666666666667,
BALTASOUND,60.759,-0.888,Drizzle,Mild,Sunny,15.306451612903226,10.33548387096774,,,4.867741935483871,,,,0.0,0.0,,,,,,,,2.296774193548387,
BALTASOUND,60.759,-0.888,Drizzle,Mild,Sunny,15.44516129032258,10.125806451612902,,,4.074193548387097,,,,0.0,0.0,,,,,,,,2.032258064516129,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny,14.083333333333334,8.34,,,3.74,,,,0.0,0.0,,,,,,,,1.3133333333333332,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast,12.325806451612904,7.887096774193548,,,2.458064516129032,,,,0.0,0.0,,,,,,,,2.893548387096774,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast,8.85,4.319999999999999,,,1.0966666666666667,,,,0.0,0.0,,,,,,,,4.843333333333333,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast,6.993548387096775,3.009677419354839,,,0.2838709677419355,,,,0.0,0.0,,,,,,,,6.577419354838709,
WICK AIRPORT,58.454,-3.09,,Cold,Partially Overcast,2.883870967741936,-1.506451612903226,-3.116129032258064,,1.9516129032258065,,,0.6129032258064516,4.225806451612903,,0.6774193548387096,0.45161290322580644,0.0,0.12903225806451613,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,6.589285714285714,2.307142857142857,0.1464285714285714,,3.5214285714285714,,,0.03571428571428571,0.03571428571428571,,0.10714285714285714,0.03571428571428571,0.0,0.14285714285714285,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,7.420967741935484,4.012903225806451,2.0,,3.42258064516129,,,0.0,0.0,,0.03225806451612903,0.03225806451612903,0.0,0.0,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,9.076666666666666,4.751666666666667,2.1466666666666665,,5.043333333333334,,,0.0,0.0,,0.03333333333333333,0.26666666666666666,0.0,0.0,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,11.03225806451613,7.167741935483871,5.33225806451613,,4.335483870967742,,,0.0,0.0,,0.0,0.12903225806451613,0.03225806451612903,0.0,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,13.711666666666668,9.168333333333333,7.02,,6.84,,,0.0,0.0,,0.0,0.03333333333333333,0.03333333333333333,0.0,,,,,
WICK AIRPORT,58.454,-3.09,,Mild,Sunny,15.519354838709678,11.601612903225806,9.45483870967742,,3.5548387096774197,,,0.0,0.0,,0.0,0.0,0.03225806451612903,0.0,,,,,
WICK AIRPORT,58.454,-3.09,,Mild,Sunny,15.770967741935484,11.538709677419355,9.216129032258063,,3.92258064516129,,,0.0,0.0,,0.0,0.0,0.03225806451612903,0.0,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,14.546666666666665,10.055,6.206666666666666,,4.956666666666666,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,12.266129032258064,9.053225806451612,6.503225806451613,,3.2806451612903227,,,0.0,0.0,,0.0,0.06451612903225806,0.0,0.06451612903225806,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Partially Overcast,8.895000000000001,5.3966666666666665,2.3033333333333332,,2.2,,,0.0,0.0,,0.06666666666666667,0.23333333333333334,0.0,0.13333333333333333,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Partially Overcast,6.775806451612904,3.7451612903225806,1.3064516129032258,,0.6290322580645161,,,0.0,0.0,,0.0,0.16129032258064516,0.0,0.12903225806451613,,,,,
KINLOCHEWE,57.613,-5.306,Snowy,Cold,Partially Overcast,3.9064516129032256,-2.606451612903226,-3.1090909090909093,,0.9516129032258065,,,,11.870967741935484,1.6451612903225807,,,,,,,2.838709677419355,18.5,
