station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt
ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.396774193548388,2.1903225806451614,0.5935483870967743,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,5.635483870967741
ACHFARY,58.311,-4.916,Mild Rain,Cool,,6.707142857142857,0.9678571428571429,-0.9821428571428571,,,,,,,,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.32142857142857145,,,,5.264285714285714
ACHFARY,58.311,-4.916,Drizzle,Cool,,6.019354838709678,-0.15806451612903227,-1.496551724137931,,,,,,,,9.0,9.0,9.0,9.0,,,,1.4419354838709677
ACHFARY,58.311,-4.916,Mild Rain,Cool,,9.313333333333333,2.0466666666666664,-0.6133333333333333,,,,,,,,9.0,9.0,9.0,9.0,,,,4.7733333333333325
ACHFARY,58.311,-4.916,Mild Rain,Cool,,13.180645161290323,5.15483870967742,3.0433333333333334,,,,,,,,9.0,9.0,9.0,9.0,,,,6.832258064516129
ACHFARY,58.311,-4.916,Mild Rain,Mild,,16.043333333333333,9.139999999999999,8.223333333333333,,,,,,,,9.0,9.0,9.0,9.0,,,,4.21
ACHFARY,58.311,-4.916,Mild Rain,Mild,,19.438709677419357,12.474193548387097,11.76774193548387,,,,,,,,9.0,9.0,9.0,9.0,,,,4.474193548387096
ACHFARY,58.311,-4.916,Mild Rain,Mild,,17.364516129032257,11.40967741935484,10.313333333333333,,,,,,,,9.0,9.0,9.0,9.0,,,,4.212903225806452
ACHFARY,58.311,-4.916,Mild Rain,Cool,,14.866666666666667,9.033333333333333,7.786666666666666,,,,,,,,9.0,9.0,9.0,9.0,,,,7.046666666666667
ACHFARY,58.311,-4.916,Mild Rain,Cool,,12.880645161290323,7.770967741935484,6.680645161290323,,,,,,,,9.0,9.0,9.0,9.0,,,,6.064516129032258
ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.416666666666666,3.046666666666667,1.6333333333333333,,,,,,,,9.0,9.0,9.0,9.0,,,,9.736666666666668
ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.86774193548387,3.303225806451613,2.1035714285714286,,,,,,,,9.0,9.0,9.0,9.0,,,,13.67741935483871
HUNTSHAM,50.953,-3.438,Mild Rain,Cool,,6.15483870967742,1.6225806451612903,-0.84,,,,,,0.0,,1.5333333333333334,0.6666666666666666,0.0,0.16666666666666666,,,,5.283870967741936
HUNTSHAM,50.953,-3.438,Drizzle,Cool,,5.753571428571428,0.525,-1.6464285714285716,,,,,,,,1.25,0.6428571428571429,0.0,0.03571428571428571,,,,1.9821428571428572
HUNTSHAM,50.953,-3.438,Hail,Cool,,5.870967741935484,-0.16774193548387098,-2.268965517241379,,,,,,,,4.866666666666666,5.266666666666667,6.0,5.8,,,,2.9741935483870967
HUNTSHAM,50.953,-3.438,Drizzle,Cool,,10.313333333333333,3.0633333333333335,0.35,,,,,,,,0.7666666666666667,0.6,0.9,0.6,,,,1.2866666666666666
HUNTSHAM,50.953,-3.438,Drizzle,Cool,,13.990322580645161,5.525806451612904,2.7903225806451615,,,,,,,,0.0,0.12903225806451613,0.03225806451612903,0.06451612903225806,,,,2.1870967741935483
HUNTSHAM,50.953,-3.438,Drizzle,Mild,,17.35666666666667,9.17,7.536666666666666,,,,,,,,0.0,0.0,0.03333333333333333,0.03333333333333333,,,,1.29
HUNTSHAM,50.953,-3.438,Drizzle,Mild,,23.583870967741937,12.738709677419354,9.526666666666667,,,,,,,,0.0,0.0,0.0967741935483871,0.0,,,,1.6161290322580646
HUNTSHAM,50.953,-3.438,Drizzle,Mild,,20.567741935483873,12.193548387096774,9.30967741935484,,,,,,,,0.0,0.0,0.06451612903225806,0.0,,,,1.761290322580645
HUNTSHAM,50.953,-3.438,Drizzle,Mild,,17.366666666666667,9.876666666666667,7.3310344827586205,,,,,,,,0.0,0.0,0.06666666666666667,0.0,,,,2.1266666666666665
HUNTSHAM,50.953,-3.438,Mild Rain,Cool,,14.935483870967742,9.30967741935484,6.406666666666666,,,,,,,,0.0,0.0,0.6774193548387096,0.06451612903225806,,,,6.925806451612903
HUNTSHAM,50.953,-3.438,Hail,Cool,,9.4,3.85,0.6,,,,,,,,0.0,1.0666666666666667,0.0,0.1,,,,3.4066666666666667
HUNTSHAM,50.953,-3.438,Mild Rain,Cool,,9.038709677419355,2.9193548387096775,-0.6,,,,,,,,0.16129032258064516,0.25806451612903225,0.0,0.2903225806451613,,,,5.074193548387097
STRATHY EAST,58.561,-3.992,Drizzle,Cool,Partially Overcast,5.812903225806451,1.4,0.1185185185185185,,1.0193548387096774,,,,0.0,,0.1724137931034483,0.0,0.0,0.06896551724137931,,,,2.206451612903226
STRATHY EAST,58.561,-3.992,Snowy,Cool,Sunny,6.932142857142857,-0.1821428571428571,-1.0142857142857142,,3.1357142857142857,,,,0.03571428571428571,,0.07142857142857142,0.14285714285714285,0.0,0.0,,,,2.142857142857143
STRATHY EAST,58.561,-3.992,Snowy,Cool,Sunny,5.412903225806452,-0.5225806451612903,-1.7517241379310344,,3.083870967741935,,,,0.10344827586206896,,4.566666666666666,6.0,6.0,6.0,,,,0.8258064516129031
STRATHY EAST,58.561,-3.992,Drizzle,Cool,Sunny,9.183333333333334,1.3666666666666667,0.20714285714285716,,6.05,,,,0.0,,8.571428571428571,9.0,9.0,9.0,,,,1.5166666666666666
STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Sunny,11.53225806451613,4.648387096774194,3.613793103448276,,5.225806451612903,,,,0.0,,8.733333333333333,9.0,9.0,9.0,,,,2.9967741935483874
STRATHY EAST,58.561,-3.992,Hail,Cool,Sunny,14.846666666666666,8.52,6.842307692307693,,4.2733333333333325,,,,0.0,,5.884615384615385,5.884615384615385,5.884615384615385,5.884615384615385,,,,1.3533333333333333
STRATHY EAST,58.561,-3.992,Dry,Mild,Sunny,19.403225806451612,11.361290322580645,10.299999999999999,,6.525806451612904,,,,0.0,,0.0,0.0,0.06896551724137931,0.0,,,,0.8999999999999999
STRATHY EAST,58.561,-3.992,Drizzle,Mild,Sunny,17.583870967741937,10.26774193548387,9.306896551724137,,4.6,,,,0.0,,6.6,6.6,6.333333333333333,6.6,,,,1.8838709677419354
STRATHY EAST,58.561,-3.992,Mild Rain,Mild,Sunny,15.163333333333332,7.916666666666667,6.4678571428571425,,3.8466666666666667,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.51
STRATHY EAST,58.561,-3.992,Drizzle,Cool,Partially Overcast,12.851612903225806,7.380645161290323,6.244,,2.5925925925925926,,,,0.0,,9.0,9.0,9.0,9.0,,,,2.3677419354838714
STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast,8.613333333333333,3.006666666666667,1.4,,1.35,,,,0.0,,8.68,9.0,8.68,9.0,,,,4.35
STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast,8.203225806451613,2.6903225806451614,1.8857142857142857,,0.53,,,,0.043478260869565216,,8.833333333333334,8.583333333333334,8.625,9.0,,,,4.883870967741935
