month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
2013-01-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2013-02-28,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2013-03-31,ACHFARY,58.311,-4.916,Drizzle,Cool,
2013-04-30,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2013-05-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2013-06-30,ACHFARY,58.311,-4.916,Mild Rain,Mild,
2013-07-31,ACHFARY,58.311,-4.916,Mild Rain,Mild,
2013-08-31,ACHFARY,58.311,-4.916,Mild Rain,Mild,
2013-09-30,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2013-10-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2013-11-30,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2013-12-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2013-01-31,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2013-02-28,HUNTSHAM,50.953,-3.438,Drizzle,Cool,
2013-03-31,HUNTSHAM,50.953,-3.438,Hail,Cool,
2013-04-30,HUNTSHAM,50.953,-3.438,Drizzle,Cool,
2013-05-31,HUNTSHAM,50.953,-3.438,Drizzle,Cool,
2013-06-30,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2013-07-31,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2013-08-31,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2013-09-30,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2013-10-31,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2013-11-30,HUNTSHAM,50.953,-3.438,Hail,Cool,
2013-12-31,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2013-01-31,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Partially Overcast
2013-02-28,STRATHY EAST,58.561,-3.992,Snowy,Cool,Sunny
2013-03-31,STRATHY EAST,58.561,-3.992,Snowy,Cool,Sunny
2013-04-30,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Sunny
2013-05-31,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Sunny
2013-06-30,STRATHY EAST,58.561,-3.992,Hail,Cool,Sunny
2013-07-31,STRATHY EAST,58.561,-3.992,Dry,Mild,Sunny
2013-08-31,STRATHY EAST,58.561,-3.992,Drizzle,Mild,Sunny
2013-09-30,STRATHY EAST,58.561,-3.992,Mild Rain,Mild,Sunny
2013-10-31,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Partially Overcast
2013-11-30,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast
2013-12-31,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast
2013-01-31,POOLEWE,57.774,-5.597,Heavy Rain,Cool,Partially Overcast
2013-02-28,POOLEWE,57.774,-5.597,Mild Rain,Cool,Sunny
2013-03-31,POOLEWE,57.774,-5.597,Drizzle,Cool,Sunny
