date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
2011-01-01,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-02,ACHFARY,58.311,-4.916,Drizzle,Cold,
2011-01-03,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-04,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-05,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-06,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-07,ACHFARY,58.311,-4.916,Mild Rain,Cold,
2011-01-08,ACHFARY,58.311,-4.916,Mild Rain,Cold,
2011-01-09,ACHFARY,58.311,-4.916,Heavy Rain,Cold,
2011-01-10,ACHFARY,58.311,-4.916,Mild Rain,Cold,
2011-01-11,ACHFARY,58.311,-4.916,Dry,Cold,
2011-01-12,ACHFARY,58.311,-4.916,Mild Rain,Cold,
2011-01-13,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-14,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-15,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-01-16,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-17,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-18,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-01-19,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-01-20,ACHFARY,58.311,-4.916,Dry,Cool,
2011-01-21,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-01-22,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-23,ACHFARY,58.311,-4.916,Dry,Cool,
2011-01-24,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-01-25,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-01-26,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-01-27,ACHFARY,58.311,-4.916,Dry,Cool,
2011-01-28,ACHFARY,58.311,-4.916,Dry,Cold,
2011-01-29,ACHFARY,58.311,-4.916,Dry,Cool,
2011-01-30,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-01-31,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-02-01,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-02,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-03,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-04,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-02-05,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-02-06,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-07,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-02-08,ACHFARY,58.311,-4.916,Heavy Rain,Cold,
2011-02-09,ACHFARY,58.311,-4.916,Dry,Cool,
2011-02-10,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-02-11,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-02-12,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-13,ACHFARY,58.311,-4.916,Drizzle,Cold,
2011-02-14,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-02-15,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-16,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-02-17,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-02-18,ACHFARY,58.311,-4.916,Dry,Cool,
2011-02-19,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-02-20,ACHFARY,58.311,-4.916,Dry,Cool,
2011-02-21,ACHFARY,58.311,-4.916,Dry,Cool,
2011-02-22,ACHFARY,58.311,-4.916,Dry,Cold,
2011-02-23,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-24,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-02-25,ACHFARY,58.311,-4.916,Heavy Rain,Mild,
2011-02-26,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-27,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-02-28,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-01,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-02,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-03,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-03-04,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-05,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-06,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-07,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-08,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-03-09,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-03-10,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-03-11,ACHFARY,58.311,-4.916,Heavy Rain,Cold,
2011-03-12,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-03-13,ACHFARY,58.311,-4.916,Mild Rain,Cold,
2011-03-14,ACHFARY,58.311,-4.916,Heavy Rain,Cold,
2011-03-15,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-16,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-17,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-18,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-03-19,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-03-20,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-21,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-03-22,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-03-23,ACHFARY,58.311,-4.916,Drizzle,Cool,
2011-03-24,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-25,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-26,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-27,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-03-28,ACHFARY,58.311,-4.916,Dry,Cool,
2011-03-29,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-03-30,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-03-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-04-01,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-04-02,ACHFARY,58.311,-4.916,Heavy Rain,Mild,
2011-04-03,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-04-04,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-04-05,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-04-06,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-04-07,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2011-04-08,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2011-04-09,ACHFARY,58.311,-4.916,Dry,Cool,
2011-04-10,ACHFARY,58.311,-4.916,Dry,Mild,
