station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,5.474193548387096,1.3516129032258064,,,1.070967741935484,,,,,,,,,,,,,0.8999999999999999,
GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,8.182142857142857,1.385714285714286,,,1.8499999999999999,,,,,,,,,,,,,1.032142857142857,
GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,7.874193548387097,1.2838709677419353,,,4.016129032258065,,,,,,,,,,,,,1.9870967741935481,
GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,10.723333333333333,2.896666666666667,,,4.47,,,,,,,,,,,,,1.0233333333333332,
GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,14.119354838709677,5.912903225806452,,,5.503225806451613,,,,,,,,,,,,,2.225806451612903,
GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny,17.85,8.046666666666667,,,6.373333333333333,,,,,,,,,,,,,2.01,
GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,17.12258064516129,9.083870967741936,,,3.935483870967742,,,,,,,,,,,,,0.5516129032258064,
GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,18.438709677419357,8.896774193548387,,,3.635483870967742,,,,,,,,,,,,,0.7290322580645162,
GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny,15.863333333333333,7.073333333333333,,,3.0733333333333333,,,,,,,,,,,,,2.9299999999999997,
GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,14.364516129032259,5.467741935483871,,,3.403225806451613,,,,,,,,,,,,,0.7096774193548387,
GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,10.67,3.506666666666667,,,2.46,,,,,,,,,,,,,1.5066666666666668,
GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast,7.329032258064516,1.7419354838709677,,,0.7032258064516129,,,,,,,,,,,,,2.829032258064516,
"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Partially Overcast,4.5,0.13548387096774198,-1.3838709677419354,,0.7774193548387097,,,,,,,,,,,,,3.596774193548387,
"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,7.178571428571429,0.9678571428571429,-1.0964285714285713,,2.732142857142857,,,,,,,,,,,,,0.7928571428571428,
"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,8.080645161290322,1.0290322580645161,-1.2838709677419355,,4.867741935483871,,,,,,,,,,,,,2.6225806451612903,
"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,9.806666666666667,2.85,1.1400000000000001,,4.036666666666666,,,,,,,,,,,,,2.5933333333333333,
"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny,12.774193548387096,5.632258064516129,4.841935483870968,,4.706451612903226,,,,,,,,,,,,,2.7451612903225806,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny,16.746666666666666,8.110000000000001,6.069999999999999,,6.653333333333333,,,,,,,,,,,,,1.41,
"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,16.593548387096774,8.97741935483871,7.074193548387097,,3.7129032258064516,,,,,,,,,,,,,0.4838709677419355,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny,18.032258064516128,9.283870967741937,7.509677419354839,,5.52258064516129,,,,,,,,,,,,,1.2322580645161292,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny,15.626666666666667,9.166666666666666,7.406666666666666,,3.453333333333333,,,,,,,,,,,,,2.3333333333333335,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,12.570967741935483,6.261290322580645,4.229032258064516,,2.9645161290322584,,,,,,,,,,,,,1.4580645161290324,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,10.0,4.083333333333333,1.3566666666666665,,2.86,,,,,,,,,,,,,1.4033333333333333,
"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,6.606451612903226,1.5419354838709676,-0.4129032258064516,,1.8387096774193548,,,,,,,,,,,,,0.9741935483870967,
DURHAM,54.768,-1.586,Drizzle,Cold,Partially Overcast,4.861290322580645,0.10322580645161296,,,0.5,,,,,,,,,,,,,2.0580645161290323,
DURHAM,54.768,-1.586,Dry,Cool,Partially Overcast,7.364285714285714,0.8071428571428572,,,1.9428571428571428,,,,,,,,,,,,,0.6142857142857142,
DURHAM,54.768,-1.586,Drizzle,Cool,Sunny,7.838709677419355,1.2225806451612902,,,3.8193548387096774,,,,,,,,,,,,,1.8064516129032258,
DURHAM,54.768,-1.586,Mild Rain,Cool,Sunny,9.979999999999999,3.4033333333333333,,,3.3400000000000003,,,,,,,,,,,,,2.9566666666666666,
DURHAM,54.768,-1.586,Drizzle,Cool,Sunny,13.619354838709677,5.864516129032259,,,3.793548387096774,,,,,,,,,,,,,2.3161290322580643,
DURHAM,54.768,-1.586,Dry,Mild,Sunny,17.60666666666667,8.453333333333333,,,5.953333333333333,,,,,,,,,,,,,0.9833333333333333,
DURHAM,54.768,-1.586,Dry,Mild,Partially Overcast,17.164516129032258,9.45483870967742,,,2.7774193548387096,,,,,,,,,,,,,0.7451612903225807,
DURHAM,54.768,-1.586,Drizzle,Mild,Sunny,18.864516129032257,9.05483870967742,,,4.274193548387097,,,,,,,,,,,,,1.493548387096774,
DURHAM,54.768,-1.586,Drizzle,Mild,Sunny,16.913333333333334,9.370000000000001,,,3.296666666666667,,,,,,,,,,,,,2.3866666666666663,
DURHAM,54.768,-1.586,Drizzle,Cool,Partially Overcast,12.748387096774193,6.477419354838709,,,2.403225806451613,,,,,,,,,,,,,2.1741935483870964,
DURHAM,54.768,-1.586,Drizzle,Cool,Partially Overcast,10.513793103448275,4.086206896551724,,,2.1933333333333334,,,,,,,,,,,,,1.0033333333333334,
DURHAM,54.768,-1.586,Dry,Cool,Partially Overcast,7.009677419354839,1.6290322580645162,,,1.1709677419354838,,,,,,,,,,,,,0.9290322580645161,
HULL,53.756,-0.358,Mild Rain,Cool,Partially Overcast,6.235483870967743,1.7806451612903225,0.21935483870967734,,0.11935483870967742,,,,,,,,,,,,,3.0999999999999996,
HULL,53.756,-0.358,Dry,Cool,Partially Overcast,8.246428571428572,2.025,-2.1142857142857143,,0.8892857142857143,,,,,,,,,,,,,0.5928571428571429,
HULL,53.756,-0.358,Drizzle,Cool,Partially Overcast,9.435483870967742,2.703225806451613,-0.7709677419354838,,2.293548387096774,,,,,,,,,,,,,2.0064516129032257,
HULL,53.756,-0.358,Drizzle,Cool,Partially Overcast,11.583333333333334,4.1866666666666665,1.6333333333333333,,2.503333333333333,,,,,,,,,,,,,1.4433333333333331,
HULL,53.756,-0.358,Drizzle,Mild,Sunny,15.735483870967743,7.612903225806452,5.616129032258065,,3.570967741935484,,,,,,,,,,,,,1.867741935483871,
HULL,53.756,-0.358,Dry,Mild,Sunny,18.96333333333333,9.520000000000001,7.27,,4.056666666666667,,,,,,,,,,,,,0.73,
HULL,53.756,-0.358,Dry,Mild,Partially Overcast,17.674193548387095,10.674193548387096,8.758064516129032,,1.832258064516129,,,,,,,,,,,,,0.3612903225806452,
HULL,53.756,-0.358,Dry,Mild,Sunny,19.69677419354839,10.506451612903225,8.51290322580645,,3.5548387096774197,,,,,,,,,,,,,0.5935483870967743,
HULL,53.756,-0.358,Dry,Mild,Sunny,18.533333333333335,10.616666666666667,8.443333333333333,,3.6466666666666665,,,,,,,,,,,,,0.89,
HULL,53.756,-0.358,Drizzle,Cool,Partially Overcast,14.548387096774194,7.541935483870968,4.854838709677419,,2.2516129032258063,,,,,,,,,,,,,2.361290322580645,
HULL,53.756,-0.358,Drizzle,Cool,Partially Overcast,11.083333333333334,5.423333333333333,2.9482758620689653,,1.3933333333333333,,,,,,,,,,,,,1.8233333333333333,
HULL,53.756,-0.358,Drizzle,Cool,Partially Overcast,7.725806451612903,2.5677419354838706,0.25161290322580643,,0.5935483870967742,,,,,,,,,,,,,1.303225806451613,
SKEGNESS,53.148,0.346,Drizzle,Cool,Partially Overcast,6.122580645161291,2.116129032258064,,,1.3483870967741935,,,,,,,,,,,,,2.2161290322580647,
SKEGNESS,53.148,0.346,Dry,Cool,Partially Overcast,7.546428571428572,2.185714285714286,,,2.382142857142857,,,,,,,,,,,,,0.5642857142857143,
SKEGNESS,53.148,0.346,Drizzle,Cool,Sunny,9.338709677419354,2.4322580645161294,,,3.5032258064516126,,,,,,,,,,,,,2.158064516129032,
SKEGNESS,53.148,0.346,Drizzle,Cool,Sunny,10.303333333333335,4.556666666666667,,,5.053333333333333,,,,,,,,,,,,,1.7,
SKEGNESS,53.148,0.346,Drizzle,Cool,Sunny,14.990322580645161,7.516129032258065,,,5.783870967741936,,,,,,,,,,,,,1.367741935483871,
SKEGNESS,53.148,0.346,Dry,Mild,Sunny,17.623333333333335,8.863333333333333,,,7.89,,,,,,,,,,,,,0.81,
SKEGNESS,53.148,0.346,Dry,Mild,Sunny,16.596774193548388,10.148387096774194,,,3.4516129032258065,,,,,,,,,,,,,0.5032258064516129,
SKEGNESS,53.148,0.346,Dry,Mild,Sunny,18.283870967741933,10.212903225806452,,,6.251612903225807,,,,,,,,,,,,,0.3064516129032258,
SKEGNESS,53.148,0.346,Drizzle,Mild,Sunny,17.63,11.016666666666667,,,5.653333333333333,,,,,,,,,,,,,1.8166666666666667,
SKEGNESS,53.148,0.346,Mild Rain,Cool,Sunny,14.048387096774194,7.896774193548388,,,3.551612903225806,,,,,,,,,,,,,2.5,
SKEGNESS,53.148,0.346,Drizzle,Cool,Partially Overcast,11.389999999999999,4.0633333333333335,,,2.893333333333333,,,,,,,,,,,,,1.3333333333333333,
SKEGNESS,53.148,0.346,Dry,Cool,Partially Overcast,7.34516129032258,0.9838709677419355,,,1.403225806451613,,,,,,,,,,,,,0.46774193548387094,
CROMER,52.934,1.291,Drizzle,Cool,,6.712903225806452,1.1903225806451612,,,,,,,,,,,,,,,,1.8516129032258064,
CROMER,52.934,1.291,Dry,Cool,,8.253571428571428,1.925,,,,,,,,,,,,,,,,0.4642857142857143,
CROMER,52.934,1.291,Drizzle,Cool,,10.161290322580646,3.0999999999999996,,,,,,,,,,,,,,,,1.4709677419354839,
CROMER,52.934,1.291,Drizzle,Cool,,11.42,4.61,,,,,,,,,,,,,,,,1.18,
CROMER,52.934,1.291,Drizzle,Mild,,15.941935483870967,8.37741935483871,,,,,,,,,,,,,,,,1.6193548387096774,
CROMER,52.934,1.291,Dry,Mild,,18.473333333333336,9.870000000000001,,,,,,,,,,,,,,,,0.6133333333333333,
CROMER,52.934,1.291,Dry,Mild,,16.55483870967742,10.829032258064515,,,,,,,,,,,,,,,,0.8870967741935484,
CROMER,52.934,1.291,Dry,Mild,,18.84193548387097,11.519354838709678,,,,,,,,,,,,,,,,0.4774193548387097,
CROMER,52.934,1.291,Drizzle,Mild,,18.35,11.979999999999999,,,,,,,,,,,,,,,,1.0,
CROMER,52.934,1.291,Drizzle,Cool,,14.993548387096775,9.148387096774194,,,,,,,,,,,,,,,,2.2096774193548385,
CROMER,52.934,1.291,Drizzle,Cool,,11.610000000000001,5.983333333333333,,,,,,,,,,,,,,,,1.43,
CROMER,52.934,1.291,Dry,Cool,,7.758064516129032,2.935483870967742,,,,,,,,,,,,,,,,0.3806451612903226,
LOWESTOFT,52.49,1.744,Drizzle,Cool,Partially Overcast,6.874193548387097,2.390322580645161,0.2193548387096774,,1.5129032258064516,,,,,,,,,,,,,2.009677419354839,
LOWESTOFT,52.49,1.744,Dry,Cool,Partially Overcast,7.464285714285714,2.6107142857142853,0.2,,2.9499999999999997,,,,,,,,,,,,,0.49642857142857144,
LOWESTOFT,52.49,1.744,Drizzle,Cool,Sunny,9.983870967741936,3.738709677419355,1.3129032258064517,,3.7193548387096773,,,,,,,,,,,,,1.332258064516129,
LOWESTOFT,52.49,1.744,Drizzle,Cool,Sunny,10.243333333333334,4.65,2.146666666666667,,4.9399999999999995,,,,,,,,,,,,,1.8833333333333333,
LOWESTOFT,52.49,1.744,Drizzle,Cool,Sunny,14.619354838709677,8.23225806451613,6.364516129032259,,5.761290322580645,,,,,,,,,,,,,1.435483870967742,
LOWESTOFT,52.49,1.744,Dry,Mild,Sunny,17.06,10.270000000000001,7.413333333333333,,6.87,,,,,,,,,,,,,0.8,
LOWESTOFT,52.49,1.744,Mild Rain,Mild,Sunny,16.232258064516127,10.770967741935483,9.706451612903225,,4.612903225806452,,,,,,,,,,,,,2.6838709677419357,
LOWESTOFT,52.49,1.744,Dry,,,,,,,,,,,,,,,,,,,,0.0,
LOWESTOFT,52.49,1.744,Drizzle,Mild,Sunny,17.253333333333334,12.566666666666666,10.733333333333333,,5.506666666666666,,,,,,,,,,,,,1.5586206896551724,
LOWESTOFT,52.49,1.744,Mild Rain,Mild,Sunny,15.154838709677419,9.283870967741937,6.661290322580645,,3.583870967741935,,,,,,,,,,,,,3.0709677419354837,
LOWESTOFT,52.49,1.744,Drizzle,Cool,Sunny,11.903333333333334,6.043333333333334,3.1966666666666668,,3.0233333333333334,,,,,,,,,,,,,1.4366666666666668,
LOWESTOFT,52.49,1.744,Dry,Cool,Partially Overcast,7.790322580645161,2.009677419354839,-0.17419354838709675,,1.6580645161290322,,,,,,,,,,,,,0.635483870967742,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Drizzle,Cool,Partially Overcast,7.225806451612903,1.7548387096774194,-1.2193548387096773,,1.7322580645161292,,,,,,,,,,,,,1.8548387096774193,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Dry,Cool,Partially Overcast,8.482142857142858,1.1464285714285716,-2.617857142857143,,2.3035714285714284,,,,,,,,,,,,,0.6964285714285714,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Drizzle,Cool,Sunny,10.793548387096775,2.725806451612903,-0.3677419354838709,,3.796774193548387,,,,,,,,,,,,,1.335483870967742,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Drizzle,Cool,Sunny,12.306666666666667,3.466666666666667,0.8551724137931035,,4.2733333333333325,,,,,,,,,,,,,1.1666666666666667,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Drizzle,Mild,Sunny,17.641935483870967,7.258064516129032,4.693548387096774,,6.638709677419355,,,,,,,,,,,,,1.532258064516129,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Drizzle,Mild,Sunny,20.403333333333332,9.393333333333334,6.510000000000001,,6.873333333333333,,,,,,,,,,,,,1.5066666666666666,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Dry,Mild,Sunny,18.690322580645162,10.293548387096775,8.773333333333333,,3.1806451612903226,,,,,,,,,,,,,0.8774193548387097,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Dry,Mild,Sunny,21.348387096774193,10.219354838709679,8.358064516129033,,5.422580645161291,,,,,,,,,,,,,0.5387096774193548,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Drizzle,Mild,Sunny,19.17,10.25,8.016666666666667,,4.483333333333333,,,,,,,,,,,,,1.8933333333333333,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Drizzle,Mild,Sunny,15.829032258064515,7.34516129032258,5.325806451612903,,3.9935483870967743,,,,,,,,,,,,,2.1580645161290324,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Drizzle,Cool,Sunny,12.42,4.46,1.9266666666666665,,3.0833333333333335,,,,,,,,,,,,,1.3599999999999999,
"CAMBRIDGE, BOTANIC GARDEN",52.194,0.129,Dry,Cool,Partially Overcast,7.851612903225806,2.029032258064516,-0.7766666666666667,,1.3548387096774193,,,,,,,,,,,,,0.7032258064516129,
WOBURN,52.014,-0.596,Drizzle,Cool,Partially Overcast,6.896774193548388,1.9903225806451614,,,1.5193548387096774,,,,,,,,,,,,,2.358064516129032,
WOBURN,52.014,-0.596,Dry,Cool,Partially Overcast,7.939285714285715,0.8642857142857142,,,2.2,,,,,,,,,,,,,0.9678571428571427,
WOBURN,52.014,-0.596,Drizzle,Cool,Sunny,9.906451612903224,2.509677419354839,,,3.5161290322580645,,,,,,,,,,,,,2.0483870967741935,
WOBURN,52.014,-0.596,Drizzle,Cool,Sunny,11.686666666666667,3.4466666666666668,,,3.7633333333333336,,,,,,,,,,,,,2.0266666666666664,
