month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
2006-01-31,RACKWICK,58.873,-3.387,Drizzle,Cool,
2006-02-28,RACKWICK,58.873,-3.387,Drizzle,Cool,
2006-03-31,RACKWICK,58.873,-3.387,Snowy,Cool,
2006-04-30,RACKWICK,58.873,-3.387,Hail,Cool,
2006-05-31,RACKWICK,58.873,-3.387,Drizzle,Cool,
2006-06-30,RACKWICK,58.873,-3.387,Drizzle,Mild,
2006-07-31,RACKWICK,58.873,-3.387,Drizzle,Mild,
2006-08-31,RACKWICK,58.873,-3.387,Drizzle,Mild,
2006-09-30,RACKWICK,58.873,-3.387,Drizzle,Mild,
2006-10-31,RACKWICK,58.873,-3.387,Heavy Rain,Cool,
2006-11-30,RACKWICK,58.873,-3.387,Mild Rain,Cool,
2006-12-31,RACKWICK,58.873,-3.387,Mild Rain,Cool,
2006-10-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2006-11-30,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2006-12-31,ACHFARY,58.311,-4.916,Hail,Cool,
2006-04-30,HUNTSHAM,50.953,-3.438,Dry,Cool,
2006-05-31,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2006-06-30,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2006-07-31,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2006-08-31,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2006-09-30,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2006-10-31,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2006-11-30,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2006-12-31,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2006-01-31,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Partially Overcast
2006-02-28,STRATHY EAST,58.561,-3.992,Dry,Cool,Partially Overcast
2006-03-31,STRATHY EAST,58.561,-3.992,Snowy,Cool,Partially Overcast
2006-04-30,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Sunny
2006-05-31,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Sunny
2006-06-30,STRATHY EAST,58.561,-3.992,Drizzle,Mild,Sunny
2006-07-31,STRATHY EAST,58.561,-3.992,Drizzle,Mild,Sunny
2006-08-31,STRATHY EAST,58.561,-3.992,Drizzle,Mild,Partially Overcast
2006-09-30,STRATHY EAST,58.561,-3.992,Mild Rain,Mild,Sunny
2006-10-31,STRATHY EAST,58.561,-3.992,Dry,Cool,Sunny
2006-11-30,STRATHY EAST,58.561,-3.992,Heavy Rain,Cool,Partially Overcast
2006-12-31,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast
2006-01-31,DIABAIG,57.579,-5.692,Mild Rain,Cool,Partially Overcast
2006-02-28,DIABAIG,57.579,-5.692,Mild Rain,Cool,Partially Overcast
2006-03-31,DIABAIG,57.579,-5.692,Snowy,Cool,Partially Overcast
2006-04-30,DIABAIG,57.579,-5.692,Snowy,Cool,Sunny
2006-05-31,DIABAIG,57.579,-5.692,Mild Rain,Cool,Sunny
2006-06-30,DIABAIG,57.579,-5.692,Mild Rain,Mild,Sunny
2006-07-31,DIABAIG,57.579,-5.692,Drizzle,Mild,Sunny
2006-08-31,DIABAIG,57.579,-5.692,Mild Rain,Mild,Partially Overcast
2006-09-30,DIABAIG,57.579,-5.692,Mild Rain,Mild,Sunny
2006-10-31,DIABAIG,57.579,-5.692,Mild Rain,Cool,Partially Overcast
2006-11-30,DIABAIG,57.579,-5.692,Mild Rain,Cool,Partially Overcast
2006-12-31,DIABAIG,57.579,-5.692,Mild Rain,Cool,Partially Overcast
2006-01-31,POOLEWE,57.774,-5.597,Mild Rain,Cool,Partially Overcast
2006-02-28,POOLEWE,57.774,-5.597,Snowy,Cool,Partially Overcast
2006-03-31,POOLEWE,57.774,-5.597,Snowy,Cool,Partially Overcast
2006-04-30,POOLEWE,57.774,-5.597,Mild Rain,Cool,Sunny
2006-05-31,POOLEWE,57.774,-5.597,Mild Rain,Cool,Sunny
2006-06-30,POOLEWE,57.774,-5.597,Mild Rain,Mild,Sunny
2006-07-31,POOLEWE,57.774,-5.597,Drizzle,Mild,Sunny
2006-08-31,POOLEWE,57.774,-5.597,Mild Rain,Mild,Partially Overcast
2006-09-30,POOLEWE,57.774,-5.597,Mild Rain,Mild,Sunny
2006-10-31,POOLEWE,57.774,-5.597,Mild Rain,Mild,Partially Overcast
2006-11-30,POOLEWE,57.774,-5.597,Mild Rain,Cool,Partially Overcast
2006-12-31,POOLEWE,57.774,-5.597,Heavy Rain,Cool,Partially Overcast
2006-01-31,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2006-02-28,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2006-03-31,PLOCKTON,57.337,-5.653,Snowy,Cool,
2006-04-30,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2006-05-31,PLOCKTON,57.337,-5.653,Mild Rain,Mild,
2006-06-30,PLOCKTON,57.337,-5.653,Mild Rain,Mild,
2006-07-31,PLOCKTON,57.337,-5.653,Drizzle,Mild,
2006-08-31,PLOCKTON,57.337,-5.653,Drizzle,Mild,
2006-09-30,PLOCKTON,57.337,-5.653,Mild Rain,Mild,
2006-10-31,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2006-11-30,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2006-12-31,PLOCKTON,57.337,-5.653,Heavy Rain,Cool,
2006-01-31,DINGWALL,57.6,-4.447,Drizzle,Cool,
2006-02-28,DINGWALL,57.6,-4.447,Snowy,Cool,
2006-03-31,DINGWALL,57.6,-4.447,Heavy Rain,Cold,
2006-01-31,RHUM: KINLOCH,57.014,-6.282,Dry,Cool,Partially Overcast
2006-02-28,RHUM: KINLOCH,57.014,-6.282,Heavy Rain,Cool,Partially Overcast
2006-03-31,RHUM: KINLOCH,57.014,-6.282,Snowy,Cool,
2006-04-30,RHUM: KINLOCH,57.014,-6.282,Heavy Rain,,
2006-05-31,RHUM: KINLOCH,57.014,-6.282,,,
2006-06-30,RHUM: KINLOCH,57.014,-6.282,,Mild,
2006-07-31,RHUM: KINLOCH,57.014,-6.282,Heavy Rain,Mild,
2006-08-31,RHUM: KINLOCH,57.014,-6.282,Heavy Rain,Mild,
2006-09-30,RHUM: KINLOCH,57.014,-6.282,Heavy Rain,Mild,
2006-10-31,RHUM: KINLOCH,57.014,-6.282,Dry,Cool,
2006-11-30,RHUM: KINLOCH,57.014,-6.282,Heavy Rain,Cool,
2006-12-31,RHUM: KINLOCH,57.014,-6.282,Heavy Rain,Cool,
2006-01-31,INVERAILORT,56.872,-5.67,Mild Rain,Cool,
2006-02-28,INVERAILORT,56.872,-5.67,Mild Rain,Cool,
2006-03-31,INVERAILORT,56.872,-5.67,Snowy,Cool,
2006-04-30,INVERAILORT,56.872,-5.67,Mild Rain,Cool,
2006-05-31,INVERAILORT,56.872,-5.67,Heavy Rain,Mild,
2006-06-30,INVERAILORT,56.872,-5.67,Mild Rain,Mild,
2006-07-31,INVERAILORT,56.872,-5.67,Mild Rain,Mild,
2006-08-31,INVERAILORT,56.872,-5.67,Mild Rain,Mild,
2006-09-30,INVERAILORT,56.872,-5.67,Mild Rain,Mild,
2006-10-31,INVERAILORT,56.872,-5.67,Mild Rain,Mild,
2006-11-30,INVERAILORT,56.872,-5.67,Heavy Rain,Cool,
2006-12-31,INVERAILORT,56.872,-5.67,Heavy Rain,Cool,
2006-01-31,KILTARLITY,57.427,-4.497,Snowy,Cool,
2006-02-28,KILTARLITY,57.427,-4.497,Snowy,Cool,
2006-03-31,KILTARLITY,57.427,-4.497,Snowy,Cool,
2006-04-30,KILTARLITY,57.427,-4.497,Snowy,Cool,
2006-05-31,KILTARLITY,57.427,-4.497,Mild Rain,Cool,
2006-06-30,KILTARLITY,57.427,-4.497,Drizzle,Mild,
2006-07-31,KILTARLITY,57.427,-4.497,Dry,Mild,
2006-08-31,KILTARLITY,57.427,-4.497,Mild Rain,Mild,
2006-09-30,KILTARLITY,57.427,-4.497,Drizzle,Mild,
2006-10-31,KILTARLITY,57.427,-4.497,Mild Rain,Cool,
2006-11-30,KILTARLITY,57.427,-4.497,Mild Rain,Cool,
2006-12-31,KILTARLITY,57.427,-4.497,Mild Rain,Cool,
2006-01-31,LENTRAN,57.459,-4.373,Snowy,Cool,
2006-02-28,LENTRAN,57.459,-4.373,Snowy,Cool,
2006-03-31,LENTRAN,57.459,-4.373,Snowy,Cool,
2006-04-30,LENTRAN,57.459,-4.373,Snowy,Cool,
2006-05-31,LENTRAN,57.459,-4.373,Mild Rain,Cool,
2006-06-30,LENTRAN,57.459,-4.373,Drizzle,Mild,
2006-07-31,LENTRAN,57.459,-4.373,Dry,Mild,
2006-08-31,LENTRAN,57.459,-4.373,Mild Rain,Mild,
2006-09-30,LENTRAN,57.459,-4.373,Mild Rain,Mild,
2006-10-31,LENTRAN,57.459,-4.373,Heavy Rain,Cool,
2006-11-30,LENTRAN,57.459,-4.373,Mild Rain,Cool,
2006-12-31,LENTRAN,57.459,-4.373,Mild Rain,Cool,
2006-01-31,DALWHINNIE NO 2,56.94,-4.238,Snowy,Cool,
2006-02-28,DALWHINNIE NO 2,56.94,-4.238,Snowy,Cold,
2006-03-31,DALWHINNIE NO 2,56.94,-4.238,Snowy,Cold,
2006-04-30,DALWHINNIE NO 2,56.94,-4.238,Snowy,Cool,
2006-05-31,DALWHINNIE NO 2,56.94,-4.238,Mild Rain,Cool,
2006-06-30,DALWHINNIE NO 2,56.94,-4.238,Drizzle,Mild,
2006-07-31,DALWHINNIE NO 2,56.94,-4.238,Drizzle,Mild,
2006-08-31,DALWHINNIE NO 2,56.94,-4.238,Drizzle,Mild,
2006-09-30,DALWHINNIE NO 2,56.94,-4.238,Mild Rain,Mild,
2006-10-31,DALWHINNIE NO 2,56.94,-4.238,Mild Rain,Cool,
2006-11-30,DALWHINNIE NO 2,56.94,-4.238,Heavy Rain,Cool,
2006-12-31,DALWHINNIE NO 2,56.94,-4.238,Snowy,Cool,
2006-01-31,DRUMNADROCHIT,57.328,-4.486,Mild Rain,Cool,
2006-02-28,DRUMNADROCHIT,57.328,-4.486,Drizzle,Cool,
2006-03-31,DRUMNADROCHIT,57.328,-4.486,Mild Rain,Cool,
2006-04-30,DRUMNADROCHIT,57.328,-4.486,Mild Rain,Cool,
2006-05-31,DRUMNADROCHIT,57.328,-4.486,Mild Rain,Cool,
2006-06-30,DRUMNADROCHIT,57.328,-4.486,Drizzle,Mild,
2006-07-31,DRUMNADROCHIT,57.328,-4.486,Drizzle,Mild,
2006-08-31,DRUMNADROCHIT,57.328,-4.486,Mild Rain,Mild,
2006-09-30,DRUMNADROCHIT,57.328,-4.486,Drizzle,Mild,
2006-10-31,DRUMNADROCHIT,57.328,-4.486,Mild Rain,Cool,
2006-11-30,DRUMNADROCHIT,57.328,-4.486,Mild Rain,Cool,
2006-12-31,DRUMNADROCHIT,57.328,-4.486,Heavy Rain,Cool,
2006-01-31,INVERNESS,57.486,-4.222,Dry,Cool,Partially Overcast
2006-02-28,INVERNESS,57.486,-4.222,Dry,Cool,Partially Overcast
2006-03-31,INVERNESS,57.486,-4.222,Snowy,Cool,Partially Overcast
2006-04-30,INVERNESS,57.486,-4.222,Drizzle,Cool,Sunny
2006-05-31,INVERNESS,57.486,-4.222,Drizzle,Mild,Sunny
2006-06-30,INVERNESS,57.486,-4.222,Drizzle,Mild,Sunny
2006-07-31,INVERNESS,57.486,-4.222,Dry,Mild,Sunny
