station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
GORDON CASTLE,57.621,-3.09,Dry,Cool,Partially Overcast,7.445161290322581,1.464516129032258,,,1.3161290322580643,,,,,,,,,,,,,0.9870967741935485,
GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Partially Overcast,7.892857142857143,0.32142857142857145,,,2.4964285714285714,,,,,,,,,,,,,1.7928571428571427,
GORDON CASTLE,57.621,-3.09,Dry,Cool,Sunny,7.638709677419355,0.8709677419354839,,,3.796774193548387,,,,,,,,,,,,,0.9774193548387097,
GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,10.746666666666666,2.9099999999999997,,,4.123333333333333,,,,,,,,,,,,,1.3866666666666667,
GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny,16.087096774193547,5.535483870967742,,,6.883870967741935,,,,,,,,,,,,,1.9193548387096775,
GORDON CASTLE,57.621,-3.09,Drizzle,Mild,Sunny,18.12,7.783333333333333,,,6.61,,,,,,,,,,,,,1.6966666666666665,
GORDON CASTLE,57.621,-3.09,Mild Rain,Mild,Sunny,19.874193548387098,9.370967741935484,,,6.551612903225807,,,,,,,,,,,,,2.980645161290323,
GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,20.11935483870968,10.241935483870968,,,5.467741935483871,,,,,,,,,,,,,0.6096774193548387,
GORDON CASTLE,57.621,-3.09,Dry,Mild,Sunny,16.9,7.77,,,3.996666666666667,,,,,,,,,,,,,0.9033333333333334,
GORDON CASTLE,57.621,-3.09,Drizzle,Cool,Sunny,11.345161290322581,3.1129032258064515,,,3.129032258064516,,,,,,,,,,,,,1.9451612903225806,
GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast,7.44,1.7866666666666666,,,1.8586206896551725,,,,,,,,,,,,,4.81,
GORDON CASTLE,57.621,-3.09,Mild Rain,Cool,Partially Overcast,7.930000000000001,2.143333333333333,,,1.5548387096774194,,,,,,,,,,,,,2.6548387096774193,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,6.441935483870967,1.6290322580645162,-1.1096774193548387,,1.6709677419354838,,,,,,,,,,,,,1.9516129032258065,
"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,7.2,1.0642857142857143,-1.0214285714285716,,3.1148148148148147,,,,,,,,,,,,,0.7142857142857143,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,6.325806451612903,1.596774193548387,-0.864516129032258,,3.609677419354839,,,,,,,,,,,,,1.9129032258064516,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny,9.996666666666666,3.393333333333333,0.2966666666666667,,3.433333333333333,,,,,,,,,,,,,1.3033333333333335,
"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,15.76,7.246666666666667,5.119354838709677,,7.34516129032258,,,,,,,,,,,,,0.6258064516129032,
"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Mild,Sunny,16.423333333333332,7.91,6.4399999999999995,,7.196666666666667,,,,,,,,,,,,,4.39,
"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Mild,Sunny,20.509677419354837,10.648387096774194,9.048387096774194,,7.880645161290322,,,,,,,,,,,,,0.6645161290322581,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny,19.812903225806455,11.241935483870968,9.616129032258065,,6.083870967741936,,,,,,,,,,,,,1.8709677419354838,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Mild,Sunny,16.486666666666668,7.863333333333333,5.73,,6.58,,,,,,,,,,,,,1.6933333333333331,
"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,10.866666666666667,5.11,2.8225806451612905,,2.1774193548387095,,,,,,,,,,,,,2.725806451612903,
"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,7.872413793103448,2.579310344827586,0.16333333333333336,,2.2800000000000002,,,,,,,,,,,,,2.8333333333333335,
"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,7.161290322580645,2.1806451612903226,-0.12903225806451613,,1.3612903225806452,,,,,,,,,,,,,2.2161290322580647,
