date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
1904-01-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,3.3,0.6,,,0.0,,,,,,,,,,,,,0.0,
1904-01-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,2.8,0.0,,,0.0,,,,,,,,,,,,,0.0,
1904-01-03,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,6.1,1.7,,,0.0,,,,,,,,,,,,,0.4,
1904-01-04,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,5.0,-1.7,,,0.0,,,,,,,,,,,,,0.0,
1904-01-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,6.1,-0.6,,,0.0,,,,,,,,,,,,,0.9,
1904-01-06,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,1.7,-2.8,,,0.0,,,,,,,,,,,,,0.0,
1904-01-07,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,7.2,1.1,,,0.0,,,,,,,,,,,,,0.5,
1904-01-08,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,6.7,0.0,,,1.3,,,,,,,,,,,,,5.3,
1904-01-09,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,3.3,-2.2,,,3.1,,,,,,,,,,,,,0.3,
1904-01-10,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,7.2,0.0,,,0.1,,,,,,,,,,,,,0.9,
1904-01-11,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,5.0,1.7,,,0.2,,,,,,,,,,,,,0.5,
1904-01-12,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast,7.2,-1.1,,,0.1,,,,,,,,,,,,,2.9,
1904-01-13,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cool,Partially Overcast,8.9,2.2,,,0.4,,,,,,,,,,,,,11.3,
1904-01-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,6.1,1.7,,,1.6,,,,,,,,,,,,,0.6,
1904-01-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,3.9,-0.6,,,5.6,,,,,,,,,,,,,0.3,
1904-01-16,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Sunny,2.8,-1.7,,,5.3,,,,,,,,,,,,,0.0,
1904-01-17,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast,5.0,-1.7,,,2.4,,,,,,,,,,,,,0.0,
1904-01-18,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast,10.0,4.4,,,0.0,,,,,,,,,,,,,1.6,
1904-01-19,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,8.9,3.9,,,0.1,,,,,,,,,,,,,0.7,
1904-01-20,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,7.8,2.8,,,0.7,,,,,,,,,,,,,0.0,
1904-01-21,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny,6.7,0.6,,,5.6,,,,,,,,,,,,,0.0,
1904-01-22,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,5.6,-1.7,,,0.9,,,,,,,,,,,,,0.0,
1904-01-23,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast,6.7,1.1,,,0.9,,,,,,,,,,,,,0.0,
