station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt
ACHFARY,58.311,-4.916,Heavy Rain,Cool,,6.745161290322581,1.6774193548387097,-1.441935483870968,,,,,,,,0.0,0.0,0.0,0.0,,,,12.687096774193549
ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.351724137931035,3.151724137931035,0.22758620689655173,,,,,,,,0.0,0.0,0.0,0.0,,,,7.996551724137931
ACHFARY,58.311,-4.916,Mild Rain,Cool,,11.52258064516129,5.232258064516128,2.2419354838709675,,,,,,,,0.0,0.0,0.0,0.0,,,,3.770967741935484
ACHFARY,58.311,-4.916,Mild Rain,Cool,,9.396666666666667,2.3766666666666665,0.26206896551724135,,,,,,,,,,,,,,,4.946666666666667
ACHFARY,58.311,-4.916,Mild Rain,Cool,,14.496774193548386,5.374193548387097,3.2161290322580647,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,2.5354838709677416
ACHFARY,58.311,-4.916,Drizzle,Cool,,14.686666666666667,7.723333333333333,7.010000000000001,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,1.0633333333333332
ACHFARY,58.311,-4.916,Mild Rain,Mild,,15.899999999999999,9.76774193548387,9.416129032258064,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,4.303225806451613
ACHFARY,58.311,-4.916,Mild Rain,Mild,,18.112903225806452,10.796774193548387,10.793103448275861,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,3.0387096774193547
ACHFARY,58.311,-4.916,Heavy Rain,Cool,,13.793333333333333,8.33,6.989999999999999,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,10.516666666666667
ACHFARY,58.311,-4.916,Mild Rain,Cool,,10.480645161290322,4.138709677419355,3.2225806451612904,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,7.306451612903226
ACHFARY,58.311,-4.916,Heavy Rain,Cool,,8.106666666666666,3.05,1.6666666666666667,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,9.56
ACHFARY,58.311,-4.916,Heavy Rain,Cool,,5.741935483870968,0.8709677419354839,-0.35,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,9.129032258064516
HUNTSHAM,50.953,-3.438,Mild Rain,Cool,,8.490322580645161,3.238709677419355,0.35483870967741943,,,,,,,,0.3548387096774194,0.5161290322580645,0.0,0.16129032258064516,,,,4.077419354838709
HUNTSHAM,50.953,-3.438,Drizzle,Cool,,6.520689655172413,1.1241379310344828,-1.1827586206896554,,,,,,,,0.20689655172413793,0.0,0.0,0.0,,,,1.2413793103448276
HUNTSHAM,50.953,-3.438,Dry,Cool,,12.832258064516129,4.432258064516129,0.32258064516129037,,,,,,,,0.2,0.32,0.0,0.04,,,,0.7806451612903226
HUNTSHAM,50.953,-3.438,Mild Rain,Cool,,10.553333333333335,3.1599999999999997,-0.01333333333333336,,,,,,,,1.0,,,,,,,5.3
HUNTSHAM,50.953,-3.438,Drizzle,Mild,,16.129032258064516,7.119354838709677,4.836666666666667,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,1.764516129032258
HUNTSHAM,50.953,-3.438,Mild Rain,Mild,,16.59,9.92,8.47,,,,,,0.0,,0.0,0.0,0.0,0.1,,,,6.553333333333333
HUNTSHAM,50.953,-3.438,Mild Rain,Mild,,18.593548387096774,10.790322580645162,8.741935483870968,,,,,,0.0,,0.0,0.0,0.03225806451612903,0.0,,,,4.658064516129032
HUNTSHAM,50.953,-3.438,Mild Rain,Mild,,19.39032258064516,12.412903225806453,9.470967741935485,,,,,,0.0,,0.0,0.0,0.0967741935483871,0.0,,,,5.116129032258065
HUNTSHAM,50.953,-3.438,Mild Rain,Mild,,16.37333333333333,8.49,5.44,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,2.8433333333333333
HUNTSHAM,50.953,-3.438,Mild Rain,Cool,,12.825806451612904,6.625806451612903,4.213793103448276,,,,,,0.0,,0.0,0.13333333333333333,0.0,0.0,,,,4.82258064516129
