station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,cs_24hr_sun_dur,wmo_24hr_sun_dur,conc_state_id,lying_snow_flag,snow_depth,frsh_snw_amt,snow_day_id,hail_day_id,thunder_day_flag,gale_day_flag,frsh_mnt_snwfall_flag,drv_24hr_sun_dur,lying_snow_ht,prcp_amt,meto_stmp_time
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast,6.836666666666667,1.6233333333333335,,,0.31935483870967746,,,,,,,,,,,,,3.4387096774193546,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast,5.457142857142857,0.875,,,1.6428571428571428,,,,,,,,,,,,,4.242857142857143,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast,7.145161290322581,2.07741935483871,,,1.7548387096774194,,,,,,,,,,,,,2.393548387096774,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny,9.379999999999999,3.15,,,4.296666666666667,,,,,,,,,,,,,2.19,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny,12.067741935483872,5.825806451612903,,,6.296774193548386,,,,,,,,,,,,,1.3806451612903228,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Sunny,12.933333333333334,7.216666666666667,,,3.6666666666666665,,,,,,,,,,,,,2.5933333333333333,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast,14.209677419354838,9.116129032258065,,,2.616129032258064,,,,,,,,,,,,,2.235483870967742,
BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny,14.503225806451614,9.516129032258064,,,3.57741935483871,,,,,,,,,,,,,2.487096774193548,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Sunny,12.76,6.416666666666667,,,3.27,,,,,,,,,,,,,4.293333333333334,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast,10.125806451612902,4.658064516129032,,,2.070967741935484,,,,,,,,,,,,,4.883870967741935,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast,8.103333333333333,3.39,,,0.9333333333333333,,,,,,,,,,,,,5.1899999999999995,
BALTASOUND,60.759,-0.888,Mild Rain,Cool,,9.4,,,,,,,,,,,,,,,,,3.3,
WICK AIRPORT,58.454,-3.09,,Cool,Partially Overcast,5.312903225806451,2.301612903225806,-0.3709677419354839,,0.9451612903225807,,,,,,,,,,,,,,
WICK AIRPORT,58.454,-3.09,,Cold,Partially Overcast,4.208928571428571,1.1232142857142857,-1.5285714285714287,,2.7785714285714285,,,,,,,,,,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,5.880645161290323,2.856451612903226,0.6387096774193549,,3.3096774193548386,,,,,,,,,,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,8.888333333333332,4.1466666666666665,0.6833333333333333,,7.010000000000001,,,,,,,,,,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,10.41451612903226,6.733870967741935,4.406451612903226,,4.458064516129032,,,,,,,,,,,,,,
WICK AIRPORT,58.454,-3.09,,Cool,Sunny,12.365,8.873333333333333,7.15,,3.9266666666666667,,,,,,,,,,,,,,
