date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1958-01-01,BALTASOUND,60.759,-0.888,Mild Rain,Cold,Partially Overcast
1958-01-02,BALTASOUND,60.759,-0.888,Mild Rain,Cold,Partially Overcast
1958-01-03,BALTASOUND,60.759,-0.888,Mild Rain,Cold,Partially Overcast
1958-01-04,BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast
1958-01-05,BALTASOUND,60.759,-0.888,Heavy Rain,Cool,Partially Overcast
1958-01-06,BALTASOUND,60.759,-0.888,Heavy Rain,Cool,Partially Overcast
1958-01-07,BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast
1958-01-08,BALTASOUND,60.759,-0.888,Heavy Rain,Cool,Partially Overcast
1958-01-09,BALTASOUND,60.759,-0.888,Dry,Cool,Partially Overcast
1958-01-10,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1958-01-11,BALTASOUND,60.759,-0.888,Heavy Rain,Cool,Partially Overcast
1958-01-12,BALTASOUND,60.759,-0.888,Dry,Cold,Partially Overcast
1958-01-13,BALTASOUND,60.759,-0.888,Dry,Cold,Partially Overcast
1958-01-14,BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast
1958-01-15,BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast
1958-01-16,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1958-01-17,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1958-01-18,BALTASOUND,60.759,-0.888,Heavy Rain,Cold,Partially Overcast
1958-01-19,BALTASOUND,60.759,-0.888,Heavy Rain,Cold,Partially Overcast
1958-01-20,BALTASOUND,60.759,-0.888,Mild Rain,Cold,Partially Overcast
1958-01-21,BALTASOUND,60.759,-0.888,Mild Rain,Freezing,Partially Overcast
1958-01-22,BALTASOUND,60.759,-0.888,Drizzle,Freezing,Partially Overcast
1958-01-23,BALTASOUND,60.759,-0.888,Mild Rain,Cold,Partially Overcast
1958-01-24,BALTASOUND,60.759,-0.888,Mild Rain,Freezing,Partially Overcast
1958-01-25,BALTASOUND,60.759,-0.888,Dry,Freezing,Partially Overcast
1958-01-26,BALTASOUND,60.759,-0.888,Heavy Rain,Cool,Partially Overcast
1958-01-27,BALTASOUND,60.759,-0.888,Dry,Cool,Partially Overcast
