month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1930-01-31,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1930-02-28,BALTASOUND,60.759,-0.888,Drizzle,Cool,Partially Overcast
1930-03-31,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1930-04-30,BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny
1930-05-31,BALTASOUND,60.759,-0.888,Drizzle,Cool,Sunny
1930-06-30,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Sunny
1930-07-31,BALTASOUND,60.759,-0.888,Drizzle,Mild,Sunny
1930-08-31,BALTASOUND,60.759,-0.888,Drizzle,Mild,Sunny
1930-09-30,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1930-10-31,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1930-11-30,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1930-12-31,BALTASOUND,60.759,-0.888,Mild Rain,Cool,Partially Overcast
1930-01-31,FORTROSE,57.574,-4.093,Drizzle,Cool,Partially Overcast
1930-02-28,FORTROSE,57.574,-4.093,Dry,Cold,Sunny
1930-03-31,FORTROSE,57.574,-4.093,Dry,Cool,Sunny
1930-04-30,FORTROSE,57.574,-4.093,Dry,Cool,Sunny
1930-05-31,FORTROSE,57.574,-4.093,Drizzle,Cool,Sunny
1930-06-30,FORTROSE,57.574,-4.093,Drizzle,Mild,Sunny
1930-07-31,FORTROSE,57.574,-4.093,Drizzle,Mild,Sunny
1930-08-31,FORTROSE,57.574,-4.093,Mild Rain,Mild,Sunny
1930-09-30,FORTROSE,57.574,-4.093,Drizzle,Mild,Sunny
1930-10-31,FORTROSE,57.574,-4.093,Mild Rain,Cool,Partially Overcast
1930-11-30,FORTROSE,57.574,-4.093,Mild Rain,Cool,Partially Overcast
1930-12-31,FORTROSE,57.574,-4.093,Drizzle,Cool,Partially Overcast
1930-01-31,ONICH,56.72,-5.224,Heavy Rain,Cool,Partially Overcast
1930-02-28,ONICH,56.72,-5.224,Mild Rain,Cool,Sunny
