date,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
1906-01-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast
1906-01-01,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1906-01-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast
1906-01-02,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cold,Partially Overcast
1906-01-03,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Partially Overcast
1906-01-03,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Partially Overcast
1906-01-04,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast
1906-01-04,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast
1906-01-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny
1906-01-05,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny
1906-01-06,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast
1906-01-06,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Partially Overcast
1906-01-07,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,,Partially Overcast
1906-01-07,"MORPETH, COCKLE PARK",55.212,-1.685,Heavy Rain,Cool,Partially Overcast
1906-01-08,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Partially Overcast
1906-01-08,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cold,Partially Overcast
1906-01-09,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Partially Overcast
1906-01-09,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast
1906-01-10,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Partially Overcast
1906-01-10,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Partially Overcast
1906-01-11,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast
1906-01-11,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast
1906-01-12,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Sunny
1906-01-12,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cool,Sunny
1906-01-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Sunny
1906-01-13,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Sunny
1906-01-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast
1906-01-14,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast
1906-01-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,,Partially Overcast
1906-01-15,"MORPETH, COCKLE PARK",55.212,-1.685,Dry,Cool,Partially Overcast
1906-01-16,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,,Partially Overcast
1906-01-16,"MORPETH, COCKLE PARK",55.212,-1.685,Drizzle,Cold,Partially Overcast
1906-01-17,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,,Sunny
1906-01-17,"MORPETH, COCKLE PARK",55.212,-1.685,Mild Rain,Cool,Sunny
