station_latitude,station_longitude,weather_classifier,temp_category,station_name,date
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1958-01-01
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1958-01-02
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1958-01-03
60.759,-0.888,Drizzle,Cool,BALTASOUND,1958-01-04
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1958-01-05
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1958-01-06
60.759,-0.888,Drizzle,Cool,BALTASOUND,1958-01-07
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1958-01-08
60.759,-0.888,Dry,Cool,BALTASOUND,1958-01-09
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1958-01-10
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1958-01-11
60.759,-0.888,Dry,Cold,BALTASOUND,1958-01-12
60.759,-0.888,Dry,Cold,BALTASOUND,1958-01-13
60.759,-0.888,Drizzle,Cool,BALTASOUND,1958-01-14
60.759,-0.888,Drizzle,Cool,BALTASOUND,1958-01-15
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1958-01-16
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1958-01-17
60.759,-0.888,Heavy Rain,Cold,BALTASOUND,1958-01-18
60.759,-0.888,Heavy Rain,Cold,BALTASOUND,1958-01-19
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1958-01-20
60.759,-0.888,Mild Rain,Freezing,BALTASOUND,1958-01-21
60.759,-0.888,Drizzle,Freezing,BALTASOUND,1958-01-22
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1958-01-23
60.759,-0.888,Mild Rain,Freezing,BALTASOUND,1958-01-24
60.759,-0.888,Dry,Freezing,BALTASOUND,1958-01-25
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1958-01-26
60.759,-0.888,Dry,Cool,BALTASOUND,1958-01-27
60.759,-0.888,Dry,Cool,BALTASOUND,1958-01-28
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1958-01-29
60.759,-0.888,Drizzle,Cool,BALTASOUND,1958-01-30
60.759,-0.888,Dry,Cool,BALTASOUND,1958-01-31
60.759,-0.888,Dry,Cool,BALTASOUND,1958-02-01
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1958-02-02
60.759,-0.888,Mild Rain,Cool,BALTASOUND,1958-02-03
60.759,-0.888,Drizzle,Cool,BALTASOUND,1958-02-04
60.759,-0.888,Heavy Rain,Cool,BALTASOUND,1958-02-05
60.759,-0.888,Mild Rain,Cold,BALTASOUND,1958-02-06
