station_latitude,station_longitude,weather_classifier,temp_category,station_name,date
55.212,-1.685,Dry,Hot,"MORPETH, COCKLE PARK",1906-01-01
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1906-01-01
55.212,-1.685,Dry,Hot,"MORPETH, COCKLE PARK",1906-01-02
55.212,-1.685,Dry,Cold,"MORPETH, COCKLE PARK",1906-01-02
55.212,-1.685,Drizzle,Hot,"MORPETH, COCKLE PARK",1906-01-03
55.212,-1.685,Drizzle,Cold,"MORPETH, COCKLE PARK",1906-01-03
55.212,-1.685,Mild Rain,Hot,"MORPETH, COCKLE PARK",1906-01-04
55.212,-1.685,Mild Rain,Cool,"MORPETH, COCKLE PARK",1906-01-04
55.212,-1.685,Dry,Hot,"MORPETH, COCKLE PARK",1906-01-05
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1906-01-05
55.212,-1.685,Mild Rain,Hot,"MORPETH, COCKLE PARK",1906-01-06
55.212,-1.685,Mild Rain,Cool,"MORPETH, COCKLE PARK",1906-01-06
55.212,-1.685,Heavy Rain,Hot,"MORPETH, COCKLE PARK",1906-01-07
55.212,-1.685,Heavy Rain,Cool,"MORPETH, COCKLE PARK",1906-01-07
55.212,-1.685,Mild Rain,Hot,"MORPETH, COCKLE PARK",1906-01-08
55.212,-1.685,Mild Rain,Cold,"MORPETH, COCKLE PARK",1906-01-08
55.212,-1.685,Drizzle,Hot,"MORPETH, COCKLE PARK",1906-01-09
55.212,-1.685,Drizzle,Cool,"MORPETH, COCKLE PARK",1906-01-09
55.212,-1.685,Drizzle,Hot,"MORPETH, COCKLE PARK",1906-01-10
55.212,-1.685,Drizzle,Cool,"MORPETH, COCKLE PARK",1906-01-10
55.212,-1.685,Dry,Hot,"MORPETH, COCKLE PARK",1906-01-11
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1906-01-11
55.212,-1.685,Drizzle,Hot,"MORPETH, COCKLE PARK",1906-01-12
55.212,-1.685,Drizzle,Cool,"MORPETH, COCKLE PARK",1906-01-12
55.212,-1.685,Dry,Hot,"MORPETH, COCKLE PARK",1906-01-13
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1906-01-13
55.212,-1.685,Dry,Hot,"MORPETH, COCKLE PARK",1906-01-14
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1906-01-14
55.212,-1.685,Dry,Hot,"MORPETH, COCKLE PARK",1906-01-15
55.212,-1.685,Dry,Cool,"MORPETH, COCKLE PARK",1906-01-15
